,Unnamed: 0,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets,maturity_years,PD_1y
267,267,AW016433 Corp,ALMSM,99.94,100.72,100.33,Almirall SA,0.25,12/14/2021,ALMSM,54.6017,56.8704,37.7899,21.4912,4.010619999999999,215.38299999999998,,27.4257,,,,,0.3643835616438356,0.0211
268,268,ZQ012895 Corp,ALOFP,101.06,101.334,101.197,Alstom SA,0.25,10/14/2026,ALOFP,29.6099,31.6425,31.706999999999997,10.0329,4.14761,691.0,,23.9172,,,,,5.2,0.0098
269,269,BQ624346 Corp,ALOFP,100.186,100.365,100.2755,Alstom SA,0.125,07/27/2027,ALOFP,29.6099,31.6425,31.706999999999997,10.0329,4.14761,691.0,,23.9172,,,,,5.983561643835617,0.0098
270,270,BN332595 Corp,ALOFP,98.081,98.445,98.26299999999999,Alstom SA,0.0,01/11/2029,ALOFP,29.6099,31.6425,31.706999999999997,10.0329,4.14761,691.0,,23.9172,,,,,7.446575342465754,0.0112
271,271,BQ624347 Corp,ALOFP,100.307,100.537,100.42200000000001,Alstom SA,0.5,07/27/2030,ALOFP,29.6099,31.6425,31.706999999999997,10.0329,4.14761,691.0,,23.9172,,,,,8.986301369863014,0.0135
272,272,AQ865611 Corp,ALPHA,101.49600000000001,102.24600000000001,101.87100000000001,Alpha Bank SA,2.5,02/05/2023,ALPHA,12.5235,11.832,172.872,20.4542,,,,63.2295,69.1724,8342.0,151.79,,1.5095890410958903,0.0368
273,273,ZP935314 Corp,ALPHA,95.43799999999999,97.43799999999999,96.43799999999999,Alpha Services and Holdings SA,4.25,02/13/2030,ALPHA,12.5235,11.832,172.872,20.4542,,,,63.2295,69.1724,8342.0,151.79,,8.536986301369863,0.0805
274,274,BO398437 Corp,ALPHA,100.406,100.406,100.406,Alpha Services and Holdings SA,5.5,06/11/2031,ALPHA,12.5235,11.832,172.872,20.4542,,,,63.2295,69.1724,8342.0,151.79,,9.860273972602739,0.088
275,275,AO010294 Corp,ALTAFP,105.988,106.211,106.0995,Altarea SCA,2.25,07/05/2024,ALTAFP,21.6372,19.648,231.453,45.476000000000006,,-342.5,,59.9708,,,,,2.9232876712328766,0.0136
276,276,ZQ062656 Corp,ALTAFP,104.277,105.152,104.7145,Altarea SCA,1.875,01/17/2028,ALTAFP,21.6372,19.648,231.453,45.476000000000006,,-342.5,,59.9708,,,,,6.46027397260274,0.0267
277,277,BM976190 Corp,ALTAFP,101.09200000000001,101.647,101.3695,Altarea SCA,1.75,01/16/2030,ALTAFP,21.6372,19.648,231.453,45.476000000000006,,-342.5,,59.9708,,,,,8.46027397260274,0.032
278,278,AM609821 Corp,ALTCEL,100.75,102.75,101.75,Altri SGPS SA/ Celulose Beira Industrial Celbi SA,2.4,03/06/2024,ALTCEL,30.701,29.9673,182.293,54.6283,5.71887,130.377,,64.5751,,,,,2.591780821917808,0.0393
279,279,ZP354478 Corp,ALTICE,97.182,98.165,97.6735,Altice Financing SA,2.25,01/15/2025,ALTICE,-1.9760799999999998,-4.04554,,80.3778,,1313.4,,105.43,,,,,3.4547945205479453,0.056
280,280,ZP354480 Corp,ALTICE,94.725,97.742,96.2335,Altice Financing SA,3.0,01/15/2028,ALTICE,-1.9760799999999998,-4.04554,,80.3778,,1313.4,,105.43,,,,,6.454794520547945,0.0657
281,281,AP443144 Corp,ALTICE,98.046,99.221,98.6335,Altice Finco SA,4.75,01/15/2028,ALTICE,-1.9760799999999998,-4.04554,,80.3778,,1313.4,,105.43,,,,,6.454794520547945,0.0848
282,282,AS963125 Corp,ALV,101.39299999999999,101.64399999999999,101.5185,Autoliv Inc,0.75,06/26/2023,ALV,30.2659,29.5324,105.94,31.2868,1.7291900000000002,797.3,,51.2955,,,,,1.895890410958904,0.0114
286,286,AW568435 Corp,ALVGR,112.443,113.119,112.781,Allianz Finance II BV,1.5,01/15/2030,ALVGR,0.055648300000000005,0.06901130000000001,141658.0,97.7597,,436.62800000000004,,99.9295,,,,,8.457534246575342,0.0075
287,287,ZP317764 Corp,ALVGR,103.728,104.50399999999999,104.116,Allianz Finance II BV,0.5,01/14/2031,ALVGR,0.055648300000000005,0.06901130000000001,141658.0,97.7597,,436.62800000000004,,99.9295,,,,,9.454794520547946,0.0071
288,288,JK788828 Corp,ALVGR,112.846,113.525,113.1855,Allianz Finance II BV,1.375,04/21/2031,ALVGR,0.055648300000000005,0.06901130000000001,141658.0,97.7597,,436.62800000000004,,99.9295,,,,,9.72054794520548,0.0061
289,289,EJ396496 Corp,ALVGR,106.82,107.20700000000001,107.0135,Allianz SE,5.625,10/17/2042,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,21.21917808219178,0.0763
290,290,EK834725 Corp,ALVGR,107.35,107.637,107.4935,Allianz SE,2.241,07/07/2045,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,23.942465753424656,0.0295
291,291,AM040502 Corp,ALVGR,114.759,115.09100000000001,114.925,Allianz SE,3.0989999999999998,07/06/2047,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,25.93972602739726,0.0358
292,292,ZR634058 Corp,ALVGR,102.661,103.62200000000001,103.1415,Allianz SE,1.301,09/25/2049,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,28.164383561643834,0.0197
293,293,BJ539841 Corp,ALVGR,108.944,110.085,109.5145,Allianz SE,2.121,07/08/2050,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,28.947945205479453,0.0274
294,294,BK451496 Corp,AMCOSP,103.244,103.425,103.3345,AMCO - Asset Management Co SpA,1.5,07/17/2023,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,1.9534246575342467,0.0087
295,295,AW965215 Corp,AMCOSP,106.694,107.014,106.854,AMCO - Asset Management Co SpA,2.625,02/13/2024,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,2.5315068493150683,0.0158
296,296,ZR870776 Corp,AMCOSP,104.48700000000001,104.63,104.5585,AMCO - Asset Management Co SpA,1.375,01/27/2025,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,3.4876712328767123,0.0137
297,297,BK451498 Corp,AMCOSP,110.279,110.59,110.4345,AMCO - Asset Management Co SpA,2.25,07/17/2027,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,5.956164383561644,0.0158
298,298,BP049609 Corp,AMCOSP,100.816,101.08,100.948,AMCO - Asset Management Co SpA,0.75,04/20/2028,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,6.717808219178083,0.018
299,299,BK099175 Corp,AMCR,105.21799999999999,105.723,105.4705,Amcor UK Finance PLC,1.125,06/23/2027,AMCR,10.9434,10.2129,420.642,42.9598,,,2.2782299999999998,80.7929,,,,,5.890410958904109,0.0118
300,300,JV898154 Corp,AMGN,100.509,100.573,100.541,Amgen Inc,1.25,02/25/2022,AMGN,15.5575,14.9473,355.458,53.1312,2.6236200000000003,12929.0,,78.0441,,,,,0.5643835616438356,0.0293
301,301,BO000378 Corp,AMISSV,106.0,108.0,107.0,Amissima Vita SpA,7.0,08/16/2031,AMISSV,2.3218099999999997,1.96385,0.0,0.0,,,,0.0,,,,,10.04109589041096,0.0946
302,302,BO288422 Corp,AMPBEV,100.551,100.926,100.7385,Ardagh Metal Packaging Finance USA LLC / Ardagh Metal Packaging Finance PLC,2.0,09/01/2028,AMPBEV,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,7.0849315068493155,0.0381
303,303,BO288431 Corp,AMPBEV,99.596,100.838,100.21700000000001,Ardagh Metal Packaging Finance USA LLC / Ardagh Metal Packaging Finance PLC,3.0,09/01/2029,AMPBEV,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,8.084931506849315,0.0537
304,304,ZP901779 Corp,AMPIM,100.698,101.476,101.087,Amplifon SpA,1.125,02/13/2027,AMPIM,24.6046,24.8069,194.97,48.36600000000001,3.95382,367.476,,66.0707,,,,,5.534246575342466,0.024
305,305,QJ093741 Corp,AMSSM,100.167,100.32799999999999,100.2475,Amadeus Capital Markets SA,1.625,11/17/2021,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.29041095890410956,0.0481
306,306,AU390056 Corp,AMSSM,100.00399999999999,100.068,100.036,Amadeus IT Group SA,0.0,03/18/2022,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.6219178082191781,0.0164
307,307,BN868106 Corp,AMSSM,100.06200000000001,100.117,100.0895,Amadeus IT Group SA,0.11800000000000001,02/09/2023,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,1.5205479452054795,0.0136
308,308,AU390058 Corp,AMSSM,101.861,102.069,101.965,Amadeus IT Group SA,0.875,09/18/2023,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,2.126027397260274,0.0148
309,309,BJ468797 Corp,AMSSM,106.743,106.84700000000001,106.795,Amadeus IT Group SA,2.5,05/20/2024,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,2.797260273972603,0.014
310,310,BH550618 Corp,AMSSM,133.15,134.15,133.65,Amadeus IT Group SA,1.5,04/09/2025,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,3.684931506849315,0.0
311,311,BJ468798 Corp,AMSSM,113.635,114.044,113.8395,Amadeus IT Group SA,2.875,05/20/2027,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,5.7972602739726025,0.0165
312,312,ZO528264 Corp,AMSSM,108.363,108.671,108.51700000000001,Amadeus IT Group SA,1.875,09/24/2028,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,7.147945205479452,0.0197
313,313,AR130639 Corp,AMSSW,86.625,87.625,87.125,ams AG,0.0,03/05/2025,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,,3.589041095890411,0.0687
314,314,BK184471 Corp,AMSSW,104.73200000000001,105.439,105.0855,ams AG,6.0,07/31/2025,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,,3.9945205479452053,0.0784
315,315,BM150956 Corp,AMSSW,96.425,97.95299999999999,97.189,ams AG,2.125,11/03/2027,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,,6.254794520547946,0.0496
316,316,AM965706 Corp,AMT,104.79899999999999,104.976,104.8875,American Tower Corp,1.375,04/04/2025,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,3.671232876712329,0.0122
317,317,AS666342 Corp,AMT,108.51100000000001,108.78,108.6455,American Tower Corp,1.95,05/22/2026,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,4.802739726027397,0.0123
318,318,BP573966 Corp,AMT,101.007,101.22200000000001,101.1145,American Tower Corp,0.45,01/15/2027,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,5.454794520547945,0.0132
319,319,ZO293332 Corp,AMT,100.51299999999999,100.79,100.6515,American Tower Corp,0.5,01/15/2028,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,6.454794520547945,0.0149
320,320,BP573970 Corp,AMT,102.52600000000001,102.86399999999999,102.695,American Tower Corp,0.875,05/21/2029,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,7.802739726027397,0.0157
321,321,ZO293345 Corp,AMT,102.4,102.83,102.615,American Tower Corp,1.0,01/15/2032,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,10.457534246575342,0.0171
322,322,BP573971 Corp,AMT,104.12700000000001,104.49700000000001,104.31200000000001,American Tower Corp,1.25,05/21/2033,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,11.805479452054794,0.0177
323,323,EI298198 Corp,AMXLMM,104.068,105.281,104.6745,America Movil SAB de CV,4.75,06/28/2022,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,0.9013698630136986,0.0158
324,324,EJ756019 Corp,AMXLMM,106.762,106.97,106.866,America Movil SAB de CV,3.259,07/22/2023,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,1.9671232876712328,0.0085
325,325,BO239914 Corp,AMXLMM,104.7,105.1,104.9,America Movil BV,0.0,03/02/2024,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,2.580821917808219,0.0
326,326,JK368659 Corp,AMXLMM,104.17,104.52600000000001,104.348,America Movil SAB de CV,1.5,03/10/2024,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,2.6027397260273974,0.0115
327,327,AZ227158 Corp,AMXLMM,103.088,103.902,103.495,America Movil SAB de CV,0.75,06/26/2027,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,5.898630136986301,0.0112
328,328,JK368661 Corp,AMXLMM,111.92399999999999,112.594,112.259,America Movil SAB de CV,2.125,03/10/2028,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,6.605479452054794,0.0133
329,329,EJ814830 Corp,AMXLMM,112.684,113.007,112.8455,America Movil SAB de CV,6.375,09/06/2073,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,52.12876712328767,0.5
330,330,AO312881 Corp,ANACAP,94.249,96.289,95.26899999999999,AnaCap Financial Europe SA SICAV-RAIF,5.0,08/01/2024,ANACAP,-4.303380000000001,-8.22429,,103.486,,,5.77832,108.633,,,59.4266,,2.9972602739726026,0.1135
331,331,BN723689 Corp,ANASM,99.0,101.0,100.0,ACCIONA Financiacion Filiales SA,1.08,02/08/2023,ANASM,10.2406,9.257589999999999,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.52700000000002,,1.5178082191780822,0.0298
332,332,ZR700724 Corp,ANASM,99.5,100.0,99.75,ACCIONA Financiacion Filiales SA,1.128,12/23/2024,ANASM,10.2406,9.257589999999999,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.52700000000002,,3.3917808219178083,0.0296
333,333,AP201732 Corp,ANASM,120.25,122.5,121.375,ACCIONA Financiacion Filiales SA,4.25,12/20/2030,ANASM,10.2406,9.257589999999999,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.52700000000002,,9.386301369863014,0.0337
334,334,ZQ173592 Corp,ANIMIM,103.876,104.094,103.985,Anima Holding SpA,1.75,10/23/2026,ANIMIM,57.81100000000001,59.3691,52.4366,31.1311,2.22113,295.9,1.36776,34.399,,,13.1238,,5.2246575342465755,0.0259
335,335,BP056669 Corp,ANIMIM,101.03399999999999,101.713,101.3735,Anima Holding SpA,1.5,04/22/2028,ANIMIM,57.81100000000001,59.3691,52.4366,31.1311,2.22113,295.9,1.36776,34.399,,,13.1238,,6.723287671232876,0.0288
337,337,EK365971 Corp,ANNGR,102.325,102.40299999999999,102.36399999999999,Vonovia Finance BV,2.125,07/09/2022,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.9315068493150684,0.0105
338,338,AR776209 Corp,ANNGR,100.40299999999999,100.544,100.4735,Vonovia Finance BV,0.0,12/22/2022,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,1.3863013698630138,0.0088
339,339,BP947672 Corp,ANNGR,100.70200000000001,100.89200000000001,100.79700000000001,Vonovia SE,0.0,09/16/2024,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,3.1232876712328768,0.0071
340,340,EK822115 Corp,ANNGR,106.2,106.429,106.3145,Vonovia Finance BV,1.5,03/31/2025,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,3.66027397260274,0.0086
341,341,BK344415 Corp,ANNGR,103.219,103.336,103.2775,Vonovia Finance BV,0.625,07/09/2026,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,4.934246575342466,0.0086
342,342,BP947681 Corp,ANNGR,101.47,101.765,101.6175,Vonovia SE,0.375,06/16/2027,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,5.8712328767123285,0.0103
343,343,ZR457506 Corp,ANNGR,101.47200000000001,101.93299999999999,101.7025,Vonovia Finance BV,0.5,09/14/2029,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,8.12054794520548,0.0119
344,344,BP947692 Corp,ANNGR,102.181,102.494,102.3375,Vonovia SE,0.625,12/14/2029,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,8.36986301369863,0.0125
345,345,BK344416 Corp,ANNGR,104.84100000000001,105.26100000000001,105.051,Vonovia Finance BV,1.0,07/09/2030,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,8.936986301369863,0.0129
346,346,BO632990 Corp,ANNGR,101.399,101.87,101.6345,Vonovia SE,0.625,03/24/2031,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,9.643835616438356,0.013
347,347,BP947704 Corp,ANNGR,103.32700000000001,103.67399999999999,103.5005,Vonovia SE,1.0,06/16/2033,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,11.876712328767123,0.0149
348,348,ZR457507 Corp,ANNGR,104.02799999999999,104.68799999999999,104.35799999999999,Vonovia Finance BV,1.125,09/14/2034,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,13.123287671232877,0.0156
349,349,BN647111 Corp,ANNGR,96.935,97.70700000000001,97.321,Vonovia Finance BV,1.0,01/28/2041,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,19.5013698630137,0.0195
350,350,BP947718 Corp,ANNGR,104.64399999999999,105.236,104.94,Vonovia SE,1.5,06/14/2041,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,19.876712328767123,0.02
351,351,AN631016 Corp,ANSALD,101.40899999999999,102.14200000000001,101.7755,Ansaldo Energia SpA,2.75,05/31/2024,ANSALD,9.73123,14.208,241.386,34.296,10.3711,113.115,,70.7093,,,,,2.8273972602739725,0.0443
352,352,ZP480823 Corp,ANTSPL,162.0,163.0,162.5,ANLLIAN Capital Ltd,0.0,02/05/2025,ANTSPL,47.3701,46.2973,70.9699,32.8571,1.51768,11229.0,,39.7565,,,,,3.5123287671232877,0.0
353,353,EK055444 Corp,ANVAU,107.946,108.215,108.0805,AusNet Services Holdings Pty Ltd,3.0,02/13/2024,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,,2.5315068493150683,0.0152
354,354,BG070568 Corp,ANVAU,102.119,103.023,102.571,AusNet Services Holdings Pty Ltd,0.625,08/25/2030,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,,9.065753424657535,0.0119
355,355,BO357863 Corp,ANVAU,102.764,103.26899999999999,103.0165,AusNet Services Holdings Pty Ltd,1.625,03/11/2081,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,,59.64383561643836,0.5
356,356,EI952316 Corp,ANZ,103.943,104.04299999999999,103.993,Australia & New Zealand Banking Group Ltd,3.625,07/18/2022,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,0.9561643835616438,0.0084
357,357,QZ645462 Corp,ANZ,104.73299999999999,105.0,104.8665,Australia & New Zealand Banking Group Ltd,0.75,09/29/2026,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,5.158904109589041,0.0079
358,358,ZQ638770 Corp,ANZ,102.53399999999999,102.801,102.6675,Australia & New Zealand Banking Group Ltd,1.125,11/21/2029,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,8.306849315068494,0.0198
359,359,BN765246 Corp,ANZ,100.28,100.637,100.4585,Australia & New Zealand Banking Group Ltd,0.669,05/05/2031,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,9.758904109589041,0.0157
360,360,AM723833 Corp,ANZ,114.316,115.316,114.816,Australia & New Zealand Banking Group Ltd,1.4380000000000002,03/09/2037,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,15.608219178082193,0.009
361,361,ZR545362 Corp,ANZNZ,102.62100000000001,103.06200000000001,102.8415,ANZ New Zealand Int'l Ltd/London,0.375,09/17/2029,ANZNZ,0.0246257,0.029057099999999995,343700.0,99.8692,,,,99.9709,,,,,8.128767123287671,0.0077
362,362,EK261812 Corp,AON,112.91,113.25299999999999,113.0815,Aon PLC,2.875,05/14/2026,AON,11.1673,10.8831,255.365,27.7916,2.4885,3383.0,,71.3543,,,,,4.780821917808219,0.0126
363,363,JV957693 Corp,AOXGR,103.176,103.191,103.1835,alstria office REIT-AG,2.125,04/12/2023,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,1.6904109589041096,0.0202
364,364,ZR699643 Corp,AOXGR,100.943,101.79799999999999,101.3705,alstria office REIT-AG,0.5,09/26/2025,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,4.1506849315068495,0.0133
365,365,BK095463 Corp,AOXGR,105.046,105.38600000000001,105.216,alstria office REIT-AG,1.5,06/23/2026,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,4.890410958904109,0.0162
366,366,AP935636 Corp,AOXGR,105.57,106.29700000000001,105.9335,alstria office REIT-AG,1.5,11/15/2027,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,6.287671232876712,0.0183
367,367,EK805538 Corp,APAAU,109.931,110.52600000000001,110.2285,APT Pipelines Ltd,2.0,03/22/2027,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,5.635616438356164,0.0129
368,368,BO485266 Corp,APAAU,100.49600000000001,101.21799999999999,100.85700000000001,APT Pipelines Ltd,0.75,03/15/2029,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,7.619178082191781,0.0177
369,369,BJ085023 Corp,APAAU,110.012,110.46700000000001,110.2395,APT Pipelines Ltd,2.0,07/15/2030,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,8.953424657534246,0.0188
370,370,BO485268 Corp,APAAU,101.255,102.33,101.7925,APT Pipelines Ltd,1.25,03/15/2033,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,11.621917808219179,0.0215
371,371,ZQ173486 Corp,APCLPR,114.5,115.5,115.0,Apicil Prevoyance,4.0,10/24/2029,APCLPR,,,,,,,,,,,,,8.23013698630137,0.039
372,372,BJ161885 Corp,APD,103.147,103.49799999999999,103.3225,Air Products and Chemicals Inc,0.5,05/05/2028,APD,52.4433,47.9957,68.8281,33.0345,2.2989900000000003,3502.7,,40.0546,,,,,6.758904109589041,0.0083
373,373,EJ838150 Corp,APETRA,105.992,106.28399999999999,106.13799999999999,Apetra NV,3.125,09/25/2023,APETRA,35.0283,39.9797,148.063,59.1952,3.9019699999999995,292.16,,59.6877,,,,,2.1452054794520548,0.0274
374,374,BQ482180 Corp,APPARK,100.412,101.23100000000001,100.8215,APCOA Parking Holdings GmbH,4.625,01/15/2027,APPARK,3.7564900000000003,2.45907,1039.87,25.5712,,,,91.2255,,,,,5.454794520547945,0.0773
375,375,BQ482182 Corp,APPARK,100.631,101.3,100.9655,APCOA Parking Holdings GmbH,5.0,01/15/2027,APPARK,3.7564900000000003,2.45907,1039.87,25.5712,,,,91.2255,,,,,5.454794520547945,0.0822
376,376,QZ386486 Corp,APTV,108.024,109.337,108.6805,Aptiv PLC,1.6,09/15/2028,APTV,37.8425,45.1147,56.9386,25.6877,2.46663,2989.0,,35.7194,,,,,7.123287671232877,0.0153
377,377,AN684049 Corp,AQUASM,100.774,100.895,100.8345,FCC Aqualia SA,1.413,06/08/2022,AQUASM,,,,,,,,,,,,,0.8465753424657534,0.0243
378,378,AN684741 Corp,AQUASM,111.162,112.162,111.662,FCC Aqualia SA,2.6289999999999996,06/08/2027,AQUASM,,,,,,,,,,,,,5.8493150684931505,0.0183
379,379,BJ712446 Corp,AQUFIN,103.214,104.214,103.714,Aquafin NV,0.875,06/10/2030,AQUFIN,30.4829,30.9958,186.37599999999998,57.7689,7.84497,271.488,,65.0809,,,,,8.857534246575343,0.0135
380,380,ZQ442882 Corp,ARDFIN,102.366,103.564,102.965,ARD Finance SA,5.0,06/30/2027,ARDFIN,-23.081,-23.2328,,91.883,5.99544,1346.5,,134.252,,,,,5.909589041095891,0.0758
381,381,AT002902 Corp,AREITF,106.67,107.36,107.015,Altareit SCA,2.875,07/02/2025,AREITF,23.2132,22.5984,152.89,34.5506,8.839319999999999,164.3,,59.1737,,,,,3.915068493150685,0.0265
382,382,AN897850 Corp,ARGFP,100.514,103.514,102.014,ARGAN SA,3.25,07/04/2023,ARGFP,42.8572,43.5658,120.15100000000001,52.3446,5.74681,309.129,,54.5765,,,,,1.917808219178082,0.0463
383,383,AZ857862 Corp,ARGID,99.435,101.78399999999999,100.6095,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,2.125,08/15/2026,ARGID,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,5.035616438356165,0.0412
384,384,BJ898382 Corp,ARGID,99.884,100.56200000000001,100.223,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,2.125,08/15/2026,ARGID,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,5.035616438356165,0.0424
385,385,ZO817282 Corp,ARGSPA,102.96600000000001,103.27799999999999,103.12200000000001,Argenta Spaarbank NV,1.0,10/13/2026,ARGSPA,4.94215,4.94802,199.201,9.85648,,,0.672876,66.5744,74.893,2769.66,114.694,,5.197260273972603,0.0166
386,386,BN867810 Corp,ARGSPA,100.67,100.86200000000001,100.766,Argenta Spaarbank NV,0.01,02/11/2031,ARGSPA,4.94215,4.94802,199.201,9.85648,,,0.672876,66.5744,74.893,2769.66,114.694,,9.531506849315068,0.0046
387,387,AL432751 Corp,ARION,100.573,100.723,100.648,Arion Banki HF,1.625,12/01/2021,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,0.3287671232876712,0.0397
