,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets,PD_1y
281,AP443144 Corp,ALTICE,98.046,99.221,98.6335,Altice Finco SA,4.75,01/15/2028,ALTICE,-1.9760799999999998,-4.04554,,80.3778,,1313.4,,105.43,,,,,0.10723457485437393
282,AS963125 Corp,ALV,101.39299999999999,101.64399999999999,101.5185,Autoliv Inc,0.75,06/26/2023,ALV,30.2659,29.5324,105.94,31.2868,1.7291900000000002,797.3,,51.2955,,,,,0.30307184904813766
286,AW568435 Corp,ALVGR,112.443,113.119,112.781,Allianz Finance II BV,1.5,01/15/2030,ALVGR,0.055648300000000005,0.06901130000000001,141658.0,97.7597,,436.62800000000004,,99.9295,,,,,0.06786878407001495
287,ZP317764 Corp,ALVGR,103.728,104.50399999999999,104.116,Allianz Finance II BV,0.5,01/14/2031,ALVGR,0.055648300000000005,0.06901130000000001,141658.0,97.7597,,436.62800000000004,,99.9295,,,,,0.06851896643638611
288,JK788828 Corp,ALVGR,112.846,113.525,113.1855,Allianz Finance II BV,1.375,04/21/2031,ALVGR,0.055648300000000005,0.06901130000000001,141658.0,97.7597,,436.62800000000004,,99.9295,,,,,0.05850762873888016
289,EJ396496 Corp,ALVGR,106.82,107.20700000000001,107.0135,Allianz SE,5.625,10/17/2042,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,0.02634444087743759
290,EK834725 Corp,ALVGR,107.35,107.637,107.4935,Allianz SE,2.241,07/07/2045,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,0.02277875691652298
291,AM040502 Corp,ALVGR,114.759,115.09100000000001,114.925,Allianz SE,3.0989999999999998,07/06/2047,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,0.018365636467933655
292,ZR634058 Corp,ALVGR,102.661,103.62200000000001,103.1415,Allianz SE,1.301,09/25/2049,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,0.020496249198913574
293,BJ539841 Corp,ALVGR,108.944,110.085,109.5145,Allianz SE,2.121,07/08/2050,ALVGR,7.4751,7.6247300000000005,50.3421,3.83845,,,,32.4766,,,,,0.017919324338436127
294,BK451496 Corp,AMCOSP,103.244,103.425,103.3345,AMCO - Asset Management Co SpA,1.5,07/17/2023,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,0.2893800362944603
295,AW965215 Corp,AMCOSP,106.694,107.014,106.854,AMCO - Asset Management Co SpA,2.625,02/13/2024,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,0.22275175154209137
296,ZR870776 Corp,AMCOSP,104.48700000000001,104.63,104.5585,AMCO - Asset Management Co SpA,1.375,01/27/2025,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,0.17365209758281708
297,BK451498 Corp,AMCOSP,110.279,110.59,110.4345,AMCO - Asset Management Co SpA,2.25,07/17/2027,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,0.09860751032829285
298,BP049609 Corp,AMCOSP,100.816,101.08,100.948,AMCO - Asset Management Co SpA,0.75,04/20/2028,AMCOSP,47.8074,40.9261,139.94299999999998,57.2733,,,,58.3235,148.692,,,,0.10014375299215317
299,BK099175 Corp,AMCR,105.21799999999999,105.723,105.4705,Amcor UK Finance PLC,1.125,06/23/2027,AMCR,10.9434,10.2129,420.642,42.9598,,,2.2782299999999998,80.7929,,,,,0.10667632520198822
300,JV898154 Corp,AMGN,100.509,100.573,100.541,Amgen Inc,1.25,02/25/2022,AMGN,15.5575,14.9473,355.458,53.1312,2.6236200000000003,12929.0,,78.0441,,,,,0.6975236386060715
301,BO000378 Corp,AMISSV,106.0,108.0,107.0,Amissima Vita SpA,7.0,08/16/2031,AMISSV,2.3218099999999997,1.96385,0.0,0.0,,,,0.0,,,,,0.06184782832860947
302,BO288422 Corp,AMPBEV,100.551,100.926,100.7385,Ardagh Metal Packaging Finance USA LLC / Ardagh Metal Packaging Finance PLC,2.0,09/01/2028,AMPBEV,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,0.09546412527561188
303,BO288431 Corp,AMPBEV,99.596,100.838,100.21700000000001,Ardagh Metal Packaging Finance USA LLC / Ardagh Metal Packaging Finance PLC,3.0,09/01/2029,AMPBEV,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,0.08456824719905853
304,ZP901779 Corp,AMPIM,100.698,101.476,101.087,Amplifon SpA,1.125,02/13/2027,AMPIM,24.6046,24.8069,194.97,48.36600000000001,3.95382,367.476,,66.0707,,,,,0.1198505163192749
305,QJ093741 Corp,AMSSM,100.167,100.32799999999999,100.2475,Amadeus Capital Markets SA,1.625,11/17/2021,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.8974452689290047
306,AU390056 Corp,AMSSM,100.00399999999999,100.068,100.036,Amadeus IT Group SA,0.0,03/18/2022,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.6657911539077759
307,BN868106 Corp,AMSSM,100.06200000000001,100.117,100.0895,Amadeus IT Group SA,0.11800000000000001,02/09/2023,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.36697114259004593
308,AU390058 Corp,AMSSM,101.861,102.069,101.965,Amadeus IT Group SA,0.875,09/18/2023,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.2744072154164314
309,BJ468797 Corp,AMSSM,106.743,106.84700000000001,106.795,Amadeus IT Group SA,2.5,05/20/2024,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.20455242693424225
310,BH550618 Corp,AMSSM,133.15,134.15,133.65,Amadeus IT Group SA,1.5,04/09/2025,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.10778865963220596
311,BJ468798 Corp,AMSSM,113.635,114.044,113.8395,Amadeus IT Group SA,2.875,05/20/2027,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.09638088196516037
312,ZO528264 Corp,AMSSM,108.363,108.671,108.51700000000001,Amadeus IT Group SA,1.875,09/24/2028,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,,0.08512066304683685
313,AR130639 Corp,AMSSW,86.625,87.625,87.125,ams AG,0.0,03/05/2025,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,,0.21059048175811768
314,BK184471 Corp,AMSSW,104.73200000000001,105.439,105.0855,ams AG,6.0,07/31/2025,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,,0.15285410732030869
315,BM150956 Corp,AMSSW,96.425,97.95299999999999,97.189,ams AG,2.125,11/03/2027,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,,0.11257199198007584
316,AM965706 Corp,AMT,104.79899999999999,104.976,104.8875,American Tower Corp,1.375,04/04/2025,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,0.16522696614265442
317,AS666342 Corp,AMT,108.51100000000001,108.78,108.6455,American Tower Corp,1.95,05/22/2026,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,0.12335443496704102
318,BP573966 Corp,AMT,101.007,101.22200000000001,101.1145,American Tower Corp,0.45,01/15/2027,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,0.12141678482294083
319,ZO293332 Corp,AMT,100.51299999999999,100.79,100.6515,American Tower Corp,0.5,01/15/2028,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,0.10441049933433533
320,BP573970 Corp,AMT,102.52600000000001,102.86399999999999,102.695,American Tower Corp,0.875,05/21/2029,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,0.08467620611190796
321,ZO293345 Corp,AMT,102.4,102.83,102.615,American Tower Corp,1.0,01/15/2032,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,0.06299693137407303
322,BP573971 Corp,AMT,104.12700000000001,104.49700000000001,104.31200000000001,American Tower Corp,1.25,05/21/2033,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,,0.05399709194898605
323,EI298198 Corp,AMXLMM,104.068,105.281,104.6745,America Movil SAB de CV,4.75,06/28/2022,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,0.5100663006305695
324,EJ756019 Corp,AMXLMM,106.762,106.97,106.866,America Movil SAB de CV,3.259,07/22/2023,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,0.2754911705851555
325,BO239914 Corp,AMXLMM,104.7,105.1,104.9,America Movil BV,0.0,03/02/2024,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,0.22465942800045013
326,JK368659 Corp,AMXLMM,104.17,104.52600000000001,104.348,America Movil SAB de CV,1.5,03/10/2024,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,0.2246118113398552
327,AZ227158 Corp,AMXLMM,103.088,103.902,103.495,America Movil SAB de CV,0.75,06/26/2027,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,0.10941435396671295
328,JK368661 Corp,AMXLMM,111.92399999999999,112.594,112.259,America Movil SAB de CV,2.125,03/10/2028,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,0.08710714429616928
329,EJ814830 Corp,AMXLMM,112.684,113.007,112.8455,America Movil SAB de CV,6.375,09/06/2073,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,,
330,AO312881 Corp,ANACAP,94.249,96.289,95.26899999999999,AnaCap Financial Europe SA SICAV-RAIF,5.0,08/01/2024,ANACAP,-4.303380000000001,-8.22429,,103.486,,,5.77832,108.633,,,59.4266,,0.2228357046842575
331,BN723689 Corp,ANASM,99.0,101.0,100.0,ACCIONA Financiacion Filiales SA,1.08,02/08/2023,ANASM,10.2406,9.257589999999999,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.52700000000002,,0.3678518980741501
332,ZR700724 Corp,ANASM,99.5,100.0,99.75,ACCIONA Financiacion Filiales SA,1.128,12/23/2024,ANASM,10.2406,9.257589999999999,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.52700000000002,,0.189328171312809
333,AP201732 Corp,ANASM,120.25,122.5,121.375,ACCIONA Financiacion Filiales SA,4.25,12/20/2030,ANASM,10.2406,9.257589999999999,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.52700000000002,,0.05362396687269211
334,ZQ173592 Corp,ANIMIM,103.876,104.094,103.985,Anima Holding SpA,1.75,10/23/2026,ANIMIM,57.81100000000001,59.3691,52.4366,31.1311,2.22113,295.9,1.36776,34.399,,,13.1238,,0.12161605805158615
335,BP056669 Corp,ANIMIM,101.03399999999999,101.713,101.3735,Anima Holding SpA,1.5,04/22/2028,ANIMIM,57.81100000000001,59.3691,52.4366,31.1311,2.22113,295.9,1.36776,34.399,,,13.1238,,0.09949959069490433
337,EK365971 Corp,ANNGR,102.325,102.40299999999999,102.36399999999999,Vonovia Finance BV,2.125,07/09/2022,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.5106057673692703
338,AR776209 Corp,ANNGR,100.40299999999999,100.544,100.4735,Vonovia Finance BV,0.0,12/22/2022,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.3921463340520859
339,BP947672 Corp,ANNGR,100.70200000000001,100.89200000000001,100.79700000000001,Vonovia SE,0.0,09/16/2024,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,0.20076128840446472
340,EK822115 Corp,ANNGR,106.2,106.429,106.3145,Vonovia Finance BV,1.5,03/31/2025,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.1625722572207451
341,BK344415 Corp,ANNGR,103.219,103.336,103.2775,Vonovia Finance BV,0.625,07/09/2026,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.12938326597213745
342,BP947681 Corp,ANNGR,101.47,101.765,101.6175,Vonovia SE,0.375,06/16/2027,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,0.11267635971307755
343,ZR457506 Corp,ANNGR,101.47200000000001,101.93299999999999,101.7025,Vonovia Finance BV,0.5,09/14/2029,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.0825289636850357
344,BP947692 Corp,ANNGR,102.181,102.494,102.3375,Vonovia SE,0.625,12/14/2029,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,0.07939604669809341
345,BK344416 Corp,ANNGR,104.84100000000001,105.26100000000001,105.051,Vonovia Finance BV,1.0,07/09/2030,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.07164224982261658
346,BO632990 Corp,ANNGR,101.399,101.87,101.6345,Vonovia SE,0.625,03/24/2031,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,0.06948310881853104
347,BP947704 Corp,ANNGR,103.32700000000001,103.67399999999999,103.5005,Vonovia SE,1.0,06/16/2033,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,0.054267965257167816
348,ZR457507 Corp,ANNGR,104.02799999999999,104.68799999999999,104.35799999999999,Vonovia Finance BV,1.125,09/14/2034,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.047906845808029175
349,BN647111 Corp,ANNGR,96.935,97.70700000000001,97.321,Vonovia Finance BV,1.0,01/28/2041,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.9740000000000001,,99.3762,,,,,0.033681392669677734
350,BP947718 Corp,ANNGR,104.64399999999999,105.236,104.94,Vonovia SE,1.5,06/14/2041,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,,0.029326900839805603
351,AN631016 Corp,ANSALD,101.40899999999999,102.14200000000001,101.7755,Ansaldo Energia SpA,2.75,05/31/2024,ANSALD,9.73123,14.208,241.386,34.296,10.3711,113.115,,70.7093,,,,,0.2161252498626709
352,ZP480823 Corp,ANTSPL,162.0,163.0,162.5,ANLLIAN Capital Ltd,0.0,02/05/2025,ANTSPL,47.3701,46.2973,70.9699,32.8571,1.51768,11229.0,,39.7565,,,,,0.06177327036857605
353,EK055444 Corp,ANVAU,107.946,108.215,108.0805,AusNet Services Holdings Pty Ltd,3.0,02/13/2024,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,,0.21924268454313278
354,BG070568 Corp,ANVAU,102.119,103.023,102.571,AusNet Services Holdings Pty Ltd,0.625,08/25/2030,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,,0.0730709657073021
355,BO357863 Corp,ANVAU,102.764,103.26899999999999,103.0165,AusNet Services Holdings Pty Ltd,1.625,03/11/2081,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,,
356,EI952316 Corp,ANZ,103.943,104.04299999999999,103.993,Australia & New Zealand Banking Group Ltd,3.625,07/18/2022,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,0.49351518601179123
357,QZ645462 Corp,ANZ,104.73299999999999,105.0,104.8665,Australia & New Zealand Banking Group Ltd,0.75,09/29/2026,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,0.1216001883149147
358,ZQ638770 Corp,ANZ,102.53399999999999,102.801,102.6675,Australia & New Zealand Banking Group Ltd,1.125,11/21/2029,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,0.07963676750659943
359,BN765246 Corp,ANZ,100.28,100.637,100.4585,Australia & New Zealand Banking Group Ltd,0.669,05/05/2031,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,0.06975996494293213
360,AM723833 Corp,ANZ,114.316,115.316,114.816,Australia & New Zealand Banking Group Ltd,1.4380000000000002,03/09/2037,ANZ,6.03285,5.88006,351.67199999999997,20.6785,,,0.8365389999999999,77.8572,59.6836,70438.0,101.54700000000001,,0.03343111276626587
361,ZR545362 Corp,ANZNZ,102.62100000000001,103.06200000000001,102.8415,ANZ New Zealand Int'l Ltd/London,0.375,09/17/2029,ANZNZ,0.0246257,0.029057099999999995,343700.0,99.8692,,,,99.9709,,,,,0.08118025958538055
362,EK261812 Corp,AON,112.91,113.25299999999999,113.0815,Aon PLC,2.875,05/14/2026,AON,11.1673,10.8831,255.365,27.7916,2.4885,3383.0,,71.3543,,,,,0.11647338420152664
363,JV957693 Corp,AOXGR,103.176,103.191,103.1835,alstria office REIT-AG,2.125,04/12/2023,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,0.3258872926235199
364,ZR699643 Corp,AOXGR,100.943,101.79799999999999,101.3705,alstria office REIT-AG,0.5,09/26/2025,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,0.15507151186466217
365,BK095463 Corp,AOXGR,105.046,105.38600000000001,105.216,alstria office REIT-AG,1.5,06/23/2026,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,0.12710785120725632
366,AP935636 Corp,AOXGR,105.57,106.29700000000001,105.9335,alstria office REIT-AG,1.5,11/15/2027,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.91299999999998,,34.3378,,,,,0.09968908876180649
367,EK805538 Corp,APAAU,109.931,110.52600000000001,110.2285,APT Pipelines Ltd,2.0,03/22/2027,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,0.10412409156560898
368,BO485266 Corp,APAAU,100.49600000000001,101.21799999999999,100.85700000000001,APT Pipelines Ltd,0.75,03/15/2029,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,0.08883494883775711
369,BJ085023 Corp,APAAU,110.012,110.46700000000001,110.2395,APT Pipelines Ltd,2.0,07/15/2030,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,0.06647124886512756
370,BO485268 Corp,APAAU,101.255,102.33,101.7925,APT Pipelines Ltd,1.25,03/15/2033,APAAU,1.1627299999999998,0.921133,6808.08,62.7115,6.460430000000001,1495.12,,97.3672,,,,,0.05691347271203995
371,ZQ173486 Corp,APCLPR,114.5,115.5,115.0,Apicil Prevoyance,4.0,10/24/2029,APCLPR,,,,,,,,,,,,,0.06753966957330704
372,BJ161885 Corp,APD,103.147,103.49799999999999,103.3225,Air Products and Chemicals Inc,0.5,05/05/2028,APD,52.4433,47.9957,68.8281,33.0345,2.2989900000000003,3502.7,,40.0546,,,,,0.09644412994384766
373,EJ838150 Corp,APETRA,105.992,106.28399999999999,106.13799999999999,Apetra NV,3.125,09/25/2023,APETRA,35.0283,39.9797,148.063,59.1952,3.9019699999999995,292.16,,59.6877,,,,,0.2586705684661865
374,BQ482180 Corp,APPARK,100.412,101.23100000000001,100.8215,APCOA Parking Holdings GmbH,4.625,01/15/2027,APPARK,3.7564900000000003,2.45907,1039.87,25.5712,,,,91.2255,,,,,0.12188675999641418
375,BQ482182 Corp,APPARK,100.631,101.3,100.9655,APCOA Parking Holdings GmbH,5.0,01/15/2027,APPARK,3.7564900000000003,2.45907,1039.87,25.5712,,,,91.2255,,,,,0.12165563553571701
376,QZ386486 Corp,APTV,108.024,109.337,108.6805,Aptiv PLC,1.6,09/15/2028,APTV,37.8425,45.1147,56.9386,25.6877,2.46663,2989.0,,35.7194,,,,,0.08521298319101334
377,AN684049 Corp,AQUASM,100.774,100.895,100.8345,FCC Aqualia SA,1.413,06/08/2022,AQUASM,,,,,,,,,,,,,0.5516034439206123
378,AN684741 Corp,AQUASM,111.162,112.162,111.662,FCC Aqualia SA,2.6289999999999996,06/08/2027,AQUASM,,,,,,,,,,,,,0.09857619553804398
379,BJ712446 Corp,AQUFIN,103.214,104.214,103.714,Aquafin NV,0.875,06/10/2030,AQUFIN,30.4829,30.9958,186.37599999999998,57.7689,7.84497,271.488,,65.0809,,,,,0.07363361120223999
380,ZQ442882 Corp,ARDFIN,102.366,103.564,102.965,ARD Finance SA,5.0,06/30/2027,ARDFIN,-23.081,-23.2328,,91.883,5.99544,1346.5,,134.252,,,,,0.11000408232212067
381,AT002902 Corp,AREITF,106.67,107.36,107.015,Altareit SCA,2.875,07/02/2025,AREITF,23.2132,22.5984,152.89,34.5506,8.839319999999999,164.3,,59.1737,,,,,0.15167877823114395
382,AN897850 Corp,ARGFP,100.514,103.514,102.014,ARGAN SA,3.25,07/04/2023,ARGFP,42.8572,43.5658,120.15100000000001,52.3446,5.74681,309.129,,54.5765,,,,,0.29847945272922516
383,AZ857862 Corp,ARGID,99.435,101.78399999999999,100.6095,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,2.125,08/15/2026,ARGID,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,0.13155373185873032
384,BJ898382 Corp,ARGID,99.884,100.56200000000001,100.223,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,2.125,08/15/2026,ARGID,-3.1533,-3.75052,,71.0837,8.564789999999999,1097.0,,105.554,,,,,0.13222084194421768
385,ZO817282 Corp,ARGSPA,102.96600000000001,103.27799999999999,103.12200000000001,Argenta Spaarbank NV,1.0,10/13/2026,ARGSPA,4.94215,4.94802,199.201,9.85648,,,0.672876,66.5744,74.893,2769.66,114.694,,0.12362076342105865
386,BN867810 Corp,ARGSPA,100.67,100.86200000000001,100.766,Argenta Spaarbank NV,0.01,02/11/2031,ARGSPA,4.94215,4.94802,199.201,9.85648,,,0.672876,66.5744,74.893,2769.66,114.694,,0.07116170972585678
387,AL432751 Corp,ARION,100.573,100.723,100.648,Arion Banki HF,1.625,12/01/2021,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,0.866176150739193
388,AR738787 Corp,ARION,101.625,101.741,101.683,Arion Banki HF,1.0,03/20/2023,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,0.3417855426669121
389,BM601661 Corp,ARION,101.281,101.565,101.42299999999999,Arion Banki HF,0.625,05/27/2024,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,0.21781383454799652
390,BQ397747 Corp,ARION,100.176,100.411,100.2935,Arion Banki HF,0.375,07/14/2025,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,0.16443564742803574
391,AP220675 Corp,ARMISG,183.093,184.52900000000002,183.811,Archer Obligations SA,0.0,03/31/2023,ARMISG,,,,,,,,,,,,,0.054104745388031006
392,BK143713 Corp,ARMISG,123.75,124.5,124.125,Selena Sarl,0.0,06/25/2025,ARMISG,,,,,,,,,,,,,0.11936987191438675
393,AM938020 Corp,ARMK,100.978,101.65700000000001,101.3175,Aramark International Finance Sarl,3.125,04/01/2025,ARMK,20.5645,17.4126,354.23800000000006,61.681999999999995,42.9068,451.71,,77.9225,,,,,0.17342829704284668
399,ZR664662 Corp,ARNDTN,100.54299999999999,100.678,100.6105,Aroundtown SA,0.375,09/23/2022,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.45217104256153107
400,LW835035 Corp,ARNDTN,104.111,105.76700000000001,104.939,Aroundtown SA,1.5,07/15/2024,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.20004186034202576
401,AZ460821 Corp,ARNDTN,101.945,102.16799999999999,102.0565,Aroundtown SA,0.625,07/09/2025,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.16122526675462723
402,ZS720557 Corp,ARNDTN,105.524,106.124,105.824,Aroundtown SA,1.5,05/28/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.12776828557252884
403,BM997117 Corp,ARNDTN,98.84700000000001,99.109,98.978,Aroundtown SA,0.0,07/16/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.13641193509101868
404,AS140522 Corp,ARNDTN,108.51299999999999,108.874,108.6935,Aroundtown SA,2.0,11/02/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.11354955285787582
405,AQ916432 Corp,ARNDTN,106.836,107.22399999999999,107.03,Aroundtown SA,1.625,01/31/2028,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.09517715871334076
406,AZ460822 Corp,ARNDTN,105.67200000000001,106.061,105.8665,Aroundtown SA,1.45,07/09/2028,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,0.09088906645774841
407,ZQ882530 Corp,ARNIM,101.75,101.75,101.75,Alerion Cleanpower SpA,3.125,12/19/2025,ARNIM,19.7569,21.4484,308.41900000000004,66.1508,8.15737,76.57300000000001,,75.1092,,,,,0.14701105654239655
408,ZP426924 Corp,ARRFP,100.59299999999999,100.84899999999999,100.721,APRR SA,0.0,01/20/2023,ARRFP,-7.378610000000001,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,,0.3748110607266426
409,QJ447079 Corp,ARRFP,104.079,104.359,104.219,APRR SA,1.5,01/15/2024,ARRFP,-7.378610000000001,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,,0.2367178574204445
410,ZO366571 Corp,ARRFP,101.24700000000001,101.725,101.486,APRR SA,0.125,01/18/2029,ARRFP,-7.378610000000001,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,,0.08984177559614182
411,AM923966 Corp,ARWLN,99.5,100.5,100.0,Arrow Global Finance PLC,2.875,04/01/2025,ARWLN,0.715322,0.8217030000000001,12060.1,99.0983,22.4654,39.967,4.19161,99.1776,,,,,0.17638488858938217
412,AR597249 Corp,ARWLN,99.5,100.5,100.0,Arrow Global Finance PLC,3.75,03/01/2026,ARWLN,0.715322,0.8217030000000001,12060.1,99.0983,22.4654,39.967,4.19161,99.1776,,,,,0.1445523276925087
414,BP050071 Corp,ASABRE,100.613,100.73700000000001,100.675,Asahi Group Holdings Ltd,0.01,04/19/2024,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,0.22708310186862946
