,Reference Security,Bid Price,Ask Price,Mid Price,Cpn,Maturity,Common Eqty / Tot Assets,Debt/EBITDA,EBITDA,Earnings Assets / Int Bear Liab,Debt / Common Equity,BCLASS Level 3,TCE Ratio,Interest Coverage Ratio,Risk-Based Cap Ratio,Lev Ratio to TCE,Tier-1 Ratio,Tot Debt / Tot Capital,PD_1y,reprice,Error %
4873,QJ850319 Corp,105.24799999999999,106.117,105.6825,2.125,11/26/2025,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.021122243392674617,105.68249999999999,1.3446743514964166e-14
4874,QJ850319 Corp,109.829,109.929,109.879,2.125,11/26/2025,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.00804258438790924,109.87900000000002,1.293318533587128e-14
4875,QJ850319 Corp,109.898,110.235,110.0665,2.125,11/26/2025,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.0074734970291436735,110.06649999999998,2.5822306905737898e-14
4876,BM853111 Corp,101.5,102.50299999999999,102.0015,1.875,01/09/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Banking,3.72821,,15.75,,12.13,90.7537,0.029332390566511973,102.0015,0.0
4877,BM853111 Corp,101.535,102.25,101.8925,1.875,01/09/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Banking,3.72821,,15.75,,12.13,90.7537,0.029696981785410123,101.8925,0.0
4878,BM853111 Corp,101.531,102.52,102.0255,1.875,01/09/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Banking,3.72821,,15.75,,12.13,90.7537,0.029252184702818075,102.02549999999997,2.7857456646038498e-14
4879,BM853111 Corp,101.51700000000001,102.52799999999999,102.0225,1.875,01/09/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Banking,3.72821,,15.75,,12.13,90.7537,0.029262209034263634,102.0225,0.0
4880,BM853111 Corp,101.51,102.527,102.0185,1.875,01/09/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Banking,3.72821,,15.75,,12.13,90.7537,0.02927557543231551,102.0185,0.0
4881,BM853111 Corp,101.512,102.54700000000001,102.0295,1.875,01/09/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Banking,3.72821,,15.75,,12.13,90.7537,0.02923881955027992,102.02949999999997,2.7856364512620376e-14
4882,ZR886698 Corp,105.014,105.088,105.051,0.875,10/08/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.006226757136868314,105.051,0.0
4883,ZR886698 Corp,101.709,102.109,101.909,0.875,10/08/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.01474054255645096,101.90900000180417,1.7703710978205072e-09
4884,ZR886698 Corp,103.78399999999999,107.33,105.557,0.875,10/08/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.004888563740302076,105.55699999999999,1.3462730766507198e-14
4885,ZR886698 Corp,105.15700000000001,105.31700000000001,105.23700000000001,0.875,10/08/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.005733825048177373,105.237,1.3503667640850654e-14
4886,ZR886698 Corp,105.016,105.28299999999999,105.1495,0.875,10/08/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.0059655658502854566,105.1495,0.0
4887,ZR886698 Corp,104.98899999999999,105.257,105.12299999999999,0.875,10/08/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.0060358025010443465,105.12300000000003,4.055493483405726e-14
4888,ZR886698 Corp,104.99600000000001,105.26299999999999,105.1295,0.875,10/08/2026,3.8459800000000004,,,201.00900000000001,981.7389999999999,Mortgage Assets,3.72821,,15.75,,12.13,90.7537,0.006018572390698526,105.1295,0.0
4889,ZQ856077 Corp,99.75,100.75,100.25,3.875,12/17/2026,16.7153,6.41022,194.19,,303.93,Technology,-83.9501,0.420997,,,,78.2792,0.06529642699503649,100.24999999999999,1.417541617476509e-14
4890,ZQ856077 Corp,100.10799999999999,100.60799999999999,100.35799999999999,3.875,12/17/2026,16.7153,6.41022,194.19,,303.93,Technology,-83.9501,0.420997,,,,78.2792,0.06496993552802553,100.3579999994842,5.139430557486766e-10
4891,ZO922032 Corp,75.625,77.625,76.625,0.625,10/16/2025,37.44,,35.6908,,134.276,Consumer Non-Cyclical,34.6441,0.96519,,,,57.3153,0.11156319717501617,76.625,0.0
4892,ZO922032 Corp,76.372,78.872,77.622,0.625,10/16/2025,37.44,,35.6908,,134.276,Consumer Non-Cyclical,34.6441,0.96519,,,,57.3153,0.10660139374190697,77.622,0.0
4893,ZO922032 Corp,76.392,78.892,77.642,0.625,10/16/2025,37.44,,35.6908,,134.276,Consumer Non-Cyclical,34.6441,0.96519,,,,57.3153,0.106502961179994,77.64200000000001,1.8303050816828525e-14
4894,ZO922032 Corp,75.589,78.815,77.202,0.625,10/16/2025,37.44,,35.6908,,134.276,Consumer Non-Cyclical,34.6441,0.96519,,,,57.3153,0.10867839623422884,77.202,0.0
4895,ZO922032 Corp,74.5,80.0,77.25,0.625,10/16/2025,37.44,,35.6908,,134.276,Consumer Non-Cyclical,34.6441,0.96519,,,,57.3153,0.10844006000829622,77.25,0.0
4896,ZO922032 Corp,75.578,78.806,77.19200000000002,0.625,10/16/2025,37.44,,35.6908,,134.276,Consumer Non-Cyclical,34.6441,0.96519,,,,57.3153,0.10872808116447308,77.19200000000001,1.8409750641519846e-14
4897,AZ342157 Corp,102.52799999999999,102.78,102.654,0.375,01/03/2026,24.1388,,1364.4,,243.06900000000002,Consumer Cyclical,23.509,2.33232,,,,70.8514,0.0034703559202884067,102.65400000000001,1.3843449563779303e-14
4898,AZ342157 Corp,102.436,102.75,102.59299999999999,0.375,01/03/2026,24.1388,,1364.4,,243.06900000000002,Consumer Cyclical,23.509,2.33232,,,,70.8514,0.0036680577769452644,102.59299999999999,0.0
4899,AZ342157 Corp,102.439,102.75299999999999,102.596,0.375,01/03/2026,24.1388,,1364.4,,243.06900000000002,Consumer Cyclical,23.509,2.33232,,,,70.8514,0.0036583310984762887,102.596,0.0
4900,AZ342157 Corp,102.43299999999999,102.74700000000001,102.59,0.375,01/03/2026,24.1388,,1364.4,,243.06900000000002,Consumer Cyclical,23.509,2.33232,,,,70.8514,0.0036777848318197376,102.59000000000003,2.7704171391367588e-14
4901,AZ342157 Corp,102.427,102.74,102.5835,0.375,01/03/2026,24.1388,,1364.4,,243.06900000000002,Consumer Cyclical,23.509,2.33232,,,,70.8514,0.0036988614088168804,102.58349999999999,1.3852963405617865e-14
4902,AZ342157 Corp,102.40899999999999,102.72200000000001,102.5655,0.375,01/03/2026,24.1388,,1364.4,,243.06900000000002,Consumer Cyclical,23.509,2.33232,,,,70.8514,0.003757236539846065,102.56549999999999,1.385539456757097e-14
4903,ZP658851 Corp,102.4,103.65,103.025,1.6,01/31/2025,47.2452,2.4209099999999997,525.8,,75.9812,Consumer Non-Cyclical,33.4707,2.68621,,,,43.1571,0.019257784750394757,103.025,0.0
4904,ZP658851 Corp,101.5,102.5,102.0,1.6,01/31/2025,47.2452,2.4209099999999997,525.8,,75.9812,Consumer Non-Cyclical,33.4707,2.68621,,,,43.1571,0.02344470665974297,102.0,0.0
4905,UV500287 Corp,102.51,103.8,103.155,4.0,08/19/2022,48.5787,,975.8860000000001,,99.9378,REITs,46.2684,3.4449400000000003,,,,49.9841,0.04139006391966955,103.155,0.0
4906,UV500287 Corp,102.509,103.8,103.1545,4.0,08/19/2022,48.5787,,975.8860000000001,,99.9378,REITs,46.2684,3.4449400000000003,,,,49.9841,0.04139398409024333,103.1545,0.0
4907,UV500287 Corp,102.49799999999999,103.805,103.1515,4.0,08/19/2022,48.5787,,975.8860000000001,,99.9378,REITs,46.2684,3.4449400000000003,,,,49.9841,0.04141750543925862,103.15150000000001,1.3776682564191507e-14
4908,UV500287 Corp,102.49,103.79799999999999,103.14399999999999,4.0,08/19/2022,48.5787,,975.8860000000001,,99.9378,REITs,46.2684,3.4449400000000003,,,,49.9841,0.04147631125381294,103.14399999999998,1.3777684320175682e-14
4909,AM838143 Corp,108.125,108.625,108.375,3.325,03/24/2025,48.5787,,975.8860000000001,,99.9378,REITs,46.2684,3.4449400000000003,,,,49.9841,0.02413083296232908,108.37500000000003,2.6225337421364713e-14
4910,AR310300 Corp,103.39299999999999,103.55,103.4715,1.25,03/05/2025,8.97526,,,106.055,412.586,Banking,8.02312,,14.3,,14.3,80.2759,0.011968696970666175,103.4715,0.0
4911,AR310300 Corp,103.363,103.678,103.5205,1.25,03/05/2025,8.97526,,,106.055,412.586,Banking,8.02312,,14.3,,14.3,80.2759,0.011771409381565014,103.5205,0.0
4912,AR310300 Corp,103.39200000000001,103.54899999999999,103.4705,1.25,03/05/2025,8.97526,,,106.055,412.586,Banking,8.02312,,14.3,,14.3,80.2759,0.011972724455054887,103.4705,0.0
4913,AR310300 Corp,103.35799999999999,103.67299999999999,103.5155,1.25,03/05/2025,8.97526,,,106.055,412.586,Banking,8.02312,,14.3,,14.3,80.2759,0.011791535459365246,103.51549999999999,1.372823849104917e-14
4914,AR310300 Corp,103.34899999999999,103.664,103.5065,1.25,03/05/2025,8.97526,,,106.055,412.586,Banking,8.02312,,14.3,,14.3,80.2759,0.011827765438935114,103.5065,0.0
4915,AN028562 Corp,103.42,104.07700000000001,103.7485,1.375,04/11/2025,0.28832199999999997,34.1127,27.7044,,34179.2,Natural Gas,,,,,,99.7083,0.012818758033010217,103.7485,0.0
4916,AN028562 Corp,103.572,103.919,103.7455,1.375,04/11/2025,0.28832199999999997,34.1127,27.7044,,34179.2,Natural Gas,,,,,,99.7083,0.012830811391807626,103.74550000000002,1.3697803485647091e-14
4917,AN028562 Corp,103.421,104.07700000000001,103.749,1.375,04/11/2025,0.28832199999999997,34.1127,27.7044,,34179.2,Natural Gas,,,,,,99.7083,0.012816749181907658,103.74899999999998,1.3697341386617707e-14
4918,AN028562 Corp,103.565,103.912,103.7385,1.375,04/11/2025,0.28832199999999997,34.1127,27.7044,,34179.2,Natural Gas,,,,,,99.7083,0.01285893757704176,103.73850000000002,1.3698727777249529e-14
4919,AN028562 Corp,103.381,104.07,103.7255,1.375,04/11/2025,0.28832199999999997,34.1127,27.7044,,34179.2,Natural Gas,,,,,,99.7083,0.012911178167481517,103.7255,0.0
4920,EK531895 Corp,100.12100000000001,100.12799999999999,100.1245,1.125,10/15/2021,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.016799387245263087,100.1245,0.0
4921,EK531913 Corp,110.462,110.91799999999999,110.69,1.875,10/15/2026,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.006980996392270902,110.69,0.0
4922,EK531913 Corp,110.01700000000001,110.41799999999999,110.2175,1.875,10/15/2026,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.008176734785209205,110.2175,0.0
4923,EK531913 Corp,110.465,110.92,110.6925,1.875,10/15/2026,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.006974688162617295,110.69250000000002,2.5676273849090056e-14
4924,EK531913 Corp,110.455,110.911,110.683,1.875,10/15/2026,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.006998660463007755,110.68299999999999,1.2839238830897249e-14
4925,EK531913 Corp,110.446,110.90100000000001,110.6735,1.875,10/15/2026,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.007022635553299325,110.67350000000002,1.2840340926420511e-14
4926,EK531913 Corp,110.42399999999999,110.38600000000001,110.405,1.875,10/15/2026,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.007701404004906999,110.405,0.0
4927,EK531913 Corp,110.427,110.882,110.6545,1.875,10/15/2026,27.6423,2.9903,11876.0,,132.137,Consumer Non-Cyclical,-16.7853,9.51264,,,,56.8378,0.007070594106424173,110.65449999999998,1.284254568517503e-14
4928,UV690728 Corp,101.398,101.618,101.508,1.375,09/01/2022,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.014281283114566477,101.50799999999998,1.399973865626552e-14
4929,UV690728 Corp,101.34200000000001,101.462,101.402,1.375,09/01/2022,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.015142000276698432,101.402,0.0
4930,UV690728 Corp,101.397,101.616,101.5065,1.375,09/01/2022,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.014293457898994937,101.5065,0.0
4931,ZP388487 Corp,101.404,101.804,101.604,0.125,07/16/2025,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.0014618774350253548,101.60400000000001,1.3986511077518606e-14
4932,ZP388487 Corp,101.462,101.686,101.574,0.125,07/16/2025,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.0015844400806829114,101.574,0.0
4933,ZP388487 Corp,101.46600000000001,101.689,101.5775,0.125,07/16/2025,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.001570138789539388,101.57750000000001,1.3990159942115137e-14
4934,ZP388487 Corp,101.45,101.69200000000001,101.571,0.125,07/16/2025,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.0015966988172703286,101.57100000000001,1.3991055237422102e-14
4935,ZP388487 Corp,101.39299999999999,101.79299999999999,101.59299999999999,0.125,07/16/2025,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.0015068118541446702,101.59299999999996,2.7976050938946592e-14
4936,ZP388487 Corp,101.376,101.77600000000001,101.57600000000001,0.125,07/16/2025,1.6736900000000001,,,5.58347e-05,1304.17,Consumer Non-Cyclical,1.6736900000000001,,,,,92.8784,0.0015762678393900814,101.57600000000001,0.0
4937,AN647021 Corp,105.81,106.176,105.993,1.75,05/26/2025,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.009740431875092168,105.99299999999998,1.3407352103631376e-14
4938,AN647021 Corp,105.98899999999999,106.20299999999999,106.096,1.75,05/26/2025,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.00933659056275283,106.096,0.0
4939,AN647021 Corp,105.52600000000001,105.976,105.751,1.75,05/26/2025,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.010691162538120268,105.75099999999999,1.3438033413586635e-14
4940,AN647021 Corp,105.97399999999999,106.139,106.0565,1.75,05/26/2025,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.009491404832764276,106.05650000000003,2.679864923923004e-14
4941,AN647021 Corp,105.955,106.12299999999999,106.039,1.75,05/26/2025,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.009560016057609113,106.039,0.0
4942,QZ980157 Corp,107.29700000000001,108.088,107.6925,1.875,11/02/2026,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.014687362901311314,107.69250000131865,1.22446189914156e-09
4943,QZ980157 Corp,107.64200000000001,107.976,107.809,1.875,11/02/2026,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.014382377616926475,107.80899999999998,1.318151055589237e-14
4944,QZ980157 Corp,107.62899999999999,107.965,107.79700000000001,1.875,11/02/2026,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.014413771418296377,107.79700000000004,2.6365955852578464e-14
4945,QZ980157 Corp,107.57,108.01,107.79,1.875,11/02/2026,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.014432086693521988,107.78999999999998,2.6367668086468138e-14
4946,QZ980157 Corp,107.57,107.98,107.775,1.875,11/02/2026,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.014471339232863808,107.775,0.0
4947,QZ980157 Corp,107.588,107.925,107.7565,1.875,11/02/2026,49.6844,24.4148,256.45,,86.7267,REITs,49.6808,1.87294,,,,46.4458,0.014519761067135026,107.75650000131311,1.218591358659659e-09
4948,AR735026 Corp,100.05,100.4,100.225,0.0,12/17/2021,8.29233,18.2712,22793.0,110.931,442.31699999999995,Other Financial,6.90618,,21.5,8.4,19.4,79.8706,0.0,100.018782968039,0.20575408526913352
4949,AR735026 Corp,99.88,100.25,100.065,0.0,12/17/2021,8.29233,18.2712,22793.0,110.931,442.31699999999995,Other Financial,6.90618,,21.5,8.4,19.4,79.8706,0.0,100.018782968039,0.04618701040422973
4950,AR754868 Corp,99.95,100.14,100.045,0.0,12/17/2021,8.29233,18.2712,22793.0,110.931,442.31699999999995,Other Financial,6.90618,,21.5,8.4,19.4,79.8706,0.0,100.018782968039,0.026205239603175022
4951,EK721502 Corp,106.495,106.603,106.54899999999999,1.75,01/30/2025,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.007566162785472564,106.54899999999998,1.3337389102855967e-14
4952,EK721502 Corp,106.49,106.671,106.5805,1.75,01/30/2025,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.007443396535287307,106.58049999999999,1.333344722083496e-14
4953,EK721502 Corp,106.49700000000001,106.656,106.5765,1.75,01/30/2025,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.007458983439018151,106.5765,0.0
4954,EK721502 Corp,106.462,106.64299999999999,106.5525,1.75,01/30/2025,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.007552519897680469,106.5525,0.0
4955,AP638234 Corp,105.49700000000001,105.713,105.605,1.3419999999999999,10/23/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.012049139601276892,105.60500000149607,1.4166582462928898e-09
4956,AP638234 Corp,105.61200000000001,105.772,105.692,1.3419999999999999,10/23/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.01181772560652721,105.69200000148822,1.408083639300543e-09
4957,AP638234 Corp,105.48,105.914,105.697,1.3419999999999999,10/23/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.011804433954303608,105.69700000148771,1.4075195686018214e-09
4958,AP638234 Corp,105.491,105.708,105.5995,1.3419999999999999,10/23/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.01206377808063154,105.59950000149648,1.4171222929884582e-09
4959,AP638234 Corp,105.54899999999999,105.75200000000001,105.6505,1.3419999999999999,10/23/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.011928079877374265,105.65050000149198,1.4121877565125989e-09
4960,AP638234 Corp,105.564,105.738,105.65100000000001,1.3419999999999999,10/23/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.011926749951204582,105.65100000149195,1.4121407209872102e-09
4961,AP638234 Corp,105.56700000000001,105.75399999999999,105.6605,1.3419999999999999,10/23/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.011901483007207237,105.66050000149099,1.4111126351515268e-09
4962,QZ979249 Corp,107.23299999999999,107.45,107.3415,1.375,10/27/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.007986704770433865,107.3415,0.0
4963,QZ979249 Corp,107.046,107.589,107.3175,1.375,10/27/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.008049215565515888,107.31750000139694,1.3016900592718541e-09
4964,QZ979249 Corp,107.213,107.427,107.32,1.375,10/27/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.008042703130639496,107.32000000139644,1.301196281628811e-09
4965,QZ979249 Corp,107.223,107.441,107.33200000000001,1.375,10/27/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.008011446339062069,107.33200000000001,0.0
4966,QZ979249 Corp,107.19200000000001,107.432,107.31200000000001,1.375,10/27/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.008063543653740615,107.3120000013981,1.3028294213051695e-09
4967,QZ979249 Corp,107.132,107.404,107.26799999999999,1.375,10/27/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.00817820458983905,107.26799999999974,2.252158427102529e-13
4968,QZ979249 Corp,107.165,107.37200000000001,107.2685,1.375,10/27/2026,8.29233,18.2712,22793.0,110.931,442.31699999999995,Banking,6.90618,,21.5,8.4,19.4,79.8706,0.008176901262764928,107.26849999999979,1.9871893494178631e-13
4969,EJ972019 Corp,100.137,100.171,100.154,2.125,12/06/2021,42.5395,0.98267,83729.0,,57.9472,Technology,30.5779,29.8022,,,,36.6877,0.0324734126648934,100.15400000000001,1.418900364958165e-14
4970,BP387689 Corp,100.125,100.75,100.4375,4.25,05/19/2026,61.5608,,22.914,,55.8711,Consumer Cyclical,61.5103,1.6262,,,,35.8444,0.07011291455953732,100.43749999999999,1.4148953045627384e-14
4971,EK689114 Corp,101.135,101.435,101.285,3.125,01/14/2022,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.030044779903284136,101.28499999999998,1.4030561993584445e-14
4972,EK689114 Corp,101.23,101.66,101.445,3.125,01/14/2022,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.027459406927205388,101.44499999999998,1.4008432860369663e-14
4973,EK689114 Corp,99.93,100.146,100.038,3.125,01/14/2022,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.05019453053559819,100.038,0.0
4974,ZQ616507 Corp,105.825,106.325,106.075,1.75,11/19/2025,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.01416142029445084,106.075,0.0
4975,ZQ616507 Corp,97.32799999999999,98.04,97.684,1.75,11/19/2025,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.042234803118445734,97.68399999999997,2.909556266164777e-14
4976,ZQ616507 Corp,97.33,98.042,97.686,1.75,11/19/2025,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.04222772122866894,97.68599999998287,1.75442650804963e-11
4977,ZQ616507 Corp,97.324,98.036,97.68,1.75,11/19/2025,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.04224896750626752,97.679999999983,1.741440734448894e-11
4978,ZQ616507 Corp,105.98899999999999,106.398,106.1935,1.75,11/19/2025,46.6533,0.74061,5070.0,,32.1891,Basic Industry,43.6944,4.4234800000000005,,,,23.4441,0.013786530120536513,106.19350000000001,1.338203818049316e-14
4979,BK227798 Corp,109.35,110.87200000000001,110.111,3.0,07/01/2025,31.503,3.97111,425.0,,67.4109,Capital Goods,20.3473,8.34783,,,,39.5087,0.01273907693716087,110.11099999999999,1.2905935569745078e-14
4980,BK227798 Corp,109.365,109.615,109.49,3.0,07/01/2025,31.503,3.97111,425.0,,67.4109,Capital Goods,20.3473,8.34783,,,,39.5087,0.015090941048878318,109.49000000000001,1.2979134820716052e-14
4981,BK227798 Corp,109.35,110.875,110.1125,3.0,07/01/2025,31.503,3.97111,425.0,,67.4109,Capital Goods,20.3473,8.34783,,,,39.5087,0.012733415612886741,110.11250000000001,1.2905759759520494e-14
4982,BK227798 Corp,109.363,109.613,109.488,3.0,07/01/2025,31.503,3.97111,425.0,,67.4109,Capital Goods,20.3473,8.34783,,,,39.5087,0.015098541659998759,109.48799999999996,3.8938115725564455e-14
4983,BK227798 Corp,109.35600000000001,109.60600000000001,109.48100000000001,3.0,07/01/2025,31.503,3.97111,425.0,,67.4109,Capital Goods,20.3473,8.34783,,,,39.5087,0.015125145129256007,109.48100000000001,0.0
4984,BK227798 Corp,109.34299999999999,109.59299999999999,109.46799999999999,3.0,07/01/2025,31.503,3.97111,425.0,,67.4109,Capital Goods,20.3473,8.34783,,,,39.5087,0.015174557063475994,109.46799999999999,0.0
4985,EJ220413 Corp,101.829,101.87899999999999,101.854,1.75,06/03/2022,3.2986199999999997,,,,1173.61,Mortgage Assets,3.29025,,,,,92.1483,0.0,101.7691116699797,0.08334314805535924
4986,EJ220413 Corp,101.824,101.874,101.849,1.75,06/03/2022,3.2986199999999997,,,,1173.61,Mortgage Assets,3.29025,,,,,92.1483,0.0,101.7691116699797,0.0784380111933452
4987,EJ220413 Corp,101.824,101.865,101.8445,1.75,06/03/2022,3.2986199999999997,,,,1173.61,Mortgage Assets,3.29025,,,,,92.1483,0.0,101.7691116699797,0.07402297622385388
4988,EJ220413 Corp,101.837,101.86200000000001,101.8495,1.75,06/03/2022,3.2986199999999997,,,,1173.61,Mortgage Assets,3.29025,,,,,92.1483,0.0,101.7691116699797,0.07892854655183631
4989,BP141572 Corp,101.531,102.531,102.031,2.25,10/30/2026,37.851,3.58665,325.89099999999996,,68.0598,Electric,30.0257,4.54085,,,,39.5155,0.03583885286903333,102.031,0.0
4990,BP141572 Corp,101.527,102.527,102.027,2.25,10/30/2026,37.851,3.58665,325.89099999999996,,68.0598,Electric,30.0257,4.54085,,,,39.5155,0.03585025075491108,102.02699999999999,1.3928523542985682e-14
4991,BP141572 Corp,101.9,102.9,102.4,2.25,10/30/2026,37.851,3.58665,325.89099999999996,,68.0598,Electric,30.0257,4.54085,,,,39.5155,0.03479015372866741,102.4,0.0
4992,BP141572 Corp,101.516,102.516,102.016,2.25,10/30/2026,37.851,3.58665,325.89099999999996,,68.0598,Electric,30.0257,4.54085,,,,39.5155,0.03588159825778799,102.01599999999998,2.786005080615198e-14
4993,BP141572 Corp,101.52799999999999,102.52799999999999,102.02799999999999,2.25,10/30/2026,37.851,3.58665,325.89099999999996,,68.0598,Electric,30.0257,4.54085,,,,39.5155,0.035847401223145205,102.02799999999999,0.0
4994,BP141572 Corp,101.75,102.5,102.125,2.25,10/30/2026,37.851,3.58665,325.89099999999996,,68.0598,Electric,30.0257,4.54085,,,,39.5155,0.03557118751720747,102.125,0.0
4995,BP141572 Corp,101.79700000000001,102.51299999999999,102.155,2.25,10/30/2026,37.851,3.58665,325.89099999999996,,68.0598,Electric,30.0257,4.54085,,,,39.5155,0.035485837000316094,102.155,0.0
