,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets
289,EJ396496 Corp,ALVGR,106.82,107.207,107.0135,Allianz SE,5.625,10/17/2042,ALVGR,7.4751,7.62473,50.3421,3.83845,,,,32.4766,,,,
290,EK834725 Corp,ALVGR,107.35,107.637,107.4935,Allianz SE,2.241,07/07/2045,ALVGR,7.4751,7.62473,50.3421,3.83845,,,,32.4766,,,,
291,AM040502 Corp,ALVGR,114.759,115.091,114.925,Allianz SE,3.099,07/06/2047,ALVGR,7.4751,7.62473,50.3421,3.83845,,,,32.4766,,,,
292,ZR634058 Corp,ALVGR,102.661,103.622,103.14150000000001,Allianz SE,1.301,09/25/2049,ALVGR,7.4751,7.62473,50.3421,3.83845,,,,32.4766,,,,
293,BJ539841 Corp,ALVGR,108.944,110.085,109.5145,Allianz SE,2.121,07/08/2050,ALVGR,7.4751,7.62473,50.3421,3.83845,,,,32.4766,,,,
294,BK451496 Corp,AMCOSP,103.244,103.425,103.33449999999999,AMCO - Asset Management Co SpA,1.5,07/17/2023,AMCOSP,47.8074,40.9261,139.943,57.2733,,,,58.3235,148.692,,,
295,AW965215 Corp,AMCOSP,106.694,107.014,106.854,AMCO - Asset Management Co SpA,2.625,02/13/2024,AMCOSP,47.8074,40.9261,139.943,57.2733,,,,58.3235,148.692,,,
296,ZR870776 Corp,AMCOSP,104.487,104.63,104.5585,AMCO - Asset Management Co SpA,1.375,01/27/2025,AMCOSP,47.8074,40.9261,139.943,57.2733,,,,58.3235,148.692,,,
297,BK451498 Corp,AMCOSP,110.279,110.59,110.4345,AMCO - Asset Management Co SpA,2.25,07/17/2027,AMCOSP,47.8074,40.9261,139.943,57.2733,,,,58.3235,148.692,,,
298,BP049609 Corp,AMCOSP,100.816,101.08,100.94800000000001,AMCO - Asset Management Co SpA,0.75,04/20/2028,AMCOSP,47.8074,40.9261,139.943,57.2733,,,,58.3235,148.692,,,
299,BK099175 Corp,AMCR,105.218,105.723,105.4705,Amcor UK Finance PLC,1.125,06/23/2027,AMCR,10.9434,10.2129,420.642,42.9598,,,2.27823,80.7929,,,,
300,JV898154 Corp,AMGN,100.509,100.573,100.541,Amgen Inc,1.25,02/25/2022,AMGN,15.5575,14.9473,355.458,53.1312,2.62362,12929.0,,78.0441,,,,
301,BO000378 Corp,AMISSV,106.0,108.0,107.0,Amissima Vita SpA,7.0,08/16/2031,AMISSV,2.32181,1.96385,0.0,0.0,,,,0.0,,,,
302,BO288422 Corp,AMPBEV,100.551,100.926,100.7385,Ardagh Metal Packaging Finance USA LLC / Ardagh Metal Packaging Finance PLC,2.0,09/01/2028,AMPBEV,-3.1533,-3.75052,,71.0837,8.56479,1097.0,,105.554,,,,
303,BO288431 Corp,AMPBEV,99.596,100.838,100.217,Ardagh Metal Packaging Finance USA LLC / Ardagh Metal Packaging Finance PLC,3.0,09/01/2029,AMPBEV,-3.1533,-3.75052,,71.0837,8.56479,1097.0,,105.554,,,,
304,ZP901779 Corp,AMPIM,100.698,101.476,101.08699999999999,Amplifon SpA,1.125,02/13/2027,AMPIM,24.6046,24.8069,194.97,48.366,3.95382,367.476,,66.0707,,,,
305,QJ093741 Corp,AMSSM,100.167,100.328,100.2475,Amadeus Capital Markets SA,1.625,11/17/2021,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
306,AU390056 Corp,AMSSM,100.004,100.068,100.036,Amadeus IT Group SA,0.0,03/18/2022,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
307,BN868106 Corp,AMSSM,100.062,100.117,100.0895,Amadeus IT Group SA,0.118,02/09/2023,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
308,AU390058 Corp,AMSSM,101.861,102.069,101.965,Amadeus IT Group SA,0.875,09/18/2023,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
309,BJ468797 Corp,AMSSM,106.743,106.847,106.79499999999999,Amadeus IT Group SA,2.5,05/20/2024,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
310,BH550618 Corp,AMSSM,133.15,134.15,133.65,Amadeus IT Group SA,1.5,04/09/2025,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
311,BJ468798 Corp,AMSSM,113.635,114.044,113.8395,Amadeus IT Group SA,2.875,05/20/2027,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
312,ZO528264 Corp,AMSSM,108.363,108.671,108.517,Amadeus IT Group SA,1.875,09/24/2028,AMSSM,34.0583,32.0066,151.832,48.5962,,58.6,,60.2239,,,,
313,AR130639 Corp,AMSSW,86.625,87.625,87.125,ams AG,0.0,03/05/2025,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,
314,BK184471 Corp,AMSSW,104.732,105.439,105.0855,ams AG,6.0,07/31/2025,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,
315,BM150956 Corp,AMSSW,96.425,97.953,97.189,ams AG,2.125,11/03/2027,AMSSW,33.1865,30.9947,116.354,36.0634,4.03408,712.0,,54.2749,,,,
316,AM965706 Corp,AMT,104.799,104.976,104.8875,American Tower Corp,1.375,04/04/2025,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,
317,AS666342 Corp,AMT,108.511,108.78,108.6455,American Tower Corp,1.95,05/22/2026,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,
318,BP573966 Corp,AMT,101.007,101.222,101.11449999999999,American Tower Corp,0.45,01/15/2027,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,
319,ZO293332 Corp,AMT,100.513,100.79,100.6515,American Tower Corp,0.5,01/15/2028,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,
320,BP573970 Corp,AMT,102.526,102.864,102.695,American Tower Corp,0.875,05/21/2029,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,
321,ZO293345 Corp,AMT,102.4,102.83,102.61500000000001,American Tower Corp,1.0,01/15/2032,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,
322,BP573971 Corp,AMT,104.127,104.497,104.312,American Tower Corp,1.25,05/21/2033,AMT,10.1615,8.66652,896.832,77.7241,6.23045,5747.0,,88.4786,,,,
323,EI298198 Corp,AMXLMM,104.068,105.281,104.6745,America Movil SAB de CV,4.75,06/28/2022,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,
324,EJ756019 Corp,AMXLMM,106.762,106.97,106.866,America Movil SAB de CV,3.259,07/22/2023,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,
325,BO239914 Corp,AMXLMM,104.7,105.1,104.9,America Movil BV,0.0,03/02/2024,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,
326,JK368659 Corp,AMXLMM,104.17,104.526,104.348,America Movil SAB de CV,1.5,03/10/2024,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,
327,AZ227158 Corp,AMXLMM,103.088,103.902,103.495,America Movil SAB de CV,0.75,06/26/2027,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,
328,JK368661 Corp,AMXLMM,111.924,112.594,112.259,America Movil SAB de CV,2.125,03/10/2028,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,
329,EJ814830 Corp,AMXLMM,112.684,113.007,112.8455,America Movil SAB de CV,6.375,09/06/2073,AMXLMM,13.5696,15.4136,294.52,45.3962,2.08822,329599.0,,70.0694,,,,
330,AO312881 Corp,ANACAP,94.249,96.289,95.269,AnaCap Financial Europe SA SICAV-RAIF,5.0,08/01/2024,ANACAP,-4.30338,-8.22429,,103.486,,,5.77832,108.633,,,59.4266,
331,BN723689 Corp,ANASM,99.0,101.0,100.0,ACCIONA Financiacion Filiales SA,1.08,02/08/2023,ANASM,10.2406,9.25759,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.527,
332,ZR700724 Corp,ANASM,99.5,100.0,99.75,ACCIONA Financiacion Filiales SA,1.128,12/23/2024,ANASM,10.2406,9.25759,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.527,
333,AP201732 Corp,ANASM,120.25,122.5,121.375,ACCIONA Financiacion Filiales SA,4.25,12/20/2030,ANASM,10.2406,9.25759,724.676,67.0875,17.6981,253.976,0.52481,87.874,93.662,,146.527,
334,ZQ173592 Corp,ANIMIM,103.876,104.094,103.985,Anima Holding SpA,1.75,10/23/2026,ANIMIM,57.811,59.3691,52.4366,31.1311,2.22113,295.9,1.36776,34.399,,,13.1238,
335,BP056669 Corp,ANIMIM,101.034,101.713,101.3735,Anima Holding SpA,1.5,04/22/2028,ANIMIM,57.811,59.3691,52.4366,31.1311,2.22113,295.9,1.36776,34.399,,,13.1238,
336,EK642935 Corp,ANNGR,101.345,101.531,101.438,Vonovia Finance BV,4.0,,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
337,EK365971 Corp,ANNGR,102.325,102.403,102.364,Vonovia Finance BV,2.125,07/09/2022,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
338,AR776209 Corp,ANNGR,100.403,100.544,100.4735,Vonovia Finance BV,0.0,12/22/2022,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
339,BP947672 Corp,ANNGR,100.702,100.892,100.797,Vonovia SE,0.0,09/16/2024,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,
340,EK822115 Corp,ANNGR,106.2,106.429,106.31450000000001,Vonovia Finance BV,1.5,03/31/2025,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
341,BK344415 Corp,ANNGR,103.219,103.336,103.2775,Vonovia Finance BV,0.625,07/09/2026,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
342,BP947681 Corp,ANNGR,101.47,101.765,101.6175,Vonovia SE,0.375,06/16/2027,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,
343,ZR457506 Corp,ANNGR,101.472,101.933,101.7025,Vonovia Finance BV,0.5,09/14/2029,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
344,BP947692 Corp,ANNGR,102.181,102.494,102.3375,Vonovia SE,0.625,12/14/2029,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,
345,BK344416 Corp,ANNGR,104.841,105.261,105.05099999999999,Vonovia Finance BV,1.0,07/09/2030,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
346,BO632990 Corp,ANNGR,101.399,101.87,101.6345,Vonovia SE,0.625,03/24/2031,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,
347,BP947704 Corp,ANNGR,103.327,103.674,103.5005,Vonovia SE,1.0,06/16/2033,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,
348,ZR457507 Corp,ANNGR,104.028,104.688,104.358,Vonovia Finance BV,1.125,09/14/2034,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
349,BN647111 Corp,ANNGR,96.935,97.707,97.321,Vonovia Finance BV,1.0,01/28/2041,ANNGR,0.575391,0.619474,15930.9,98.6881,,-0.974,,99.3762,,,,
350,BP947718 Corp,ANNGR,104.644,105.236,104.94,Vonovia SE,1.5,06/14/2041,ANNGR,35.7061,37.0792,106.204,39.3797,4.7171,5462.2,,49.745,,,,
351,AN631016 Corp,ANSALD,101.409,102.142,101.7755,Ansaldo Energia SpA,2.75,05/31/2024,ANSALD,9.73123,14.208,241.386,34.296,10.3711,113.115,,70.7093,,,,
352,ZP480823 Corp,ANTSPL,162.0,163.0,162.5,ANLLIAN Capital Ltd,0.0,02/05/2025,ANTSPL,47.3701,46.2973,70.9699,32.8571,1.51768,11229.0,,39.7565,,,,
353,EK055444 Corp,ANVAU,107.946,108.215,108.0805,AusNet Services Holdings Pty Ltd,3.0,02/13/2024,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,
354,BG070568 Corp,ANVAU,102.119,103.023,102.571,AusNet Services Holdings Pty Ltd,0.625,08/25/2030,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,
355,BO357863 Corp,ANVAU,102.764,103.269,103.01650000000001,AusNet Services Holdings Pty Ltd,1.625,03/11/2081,ANVAU,22.2744,23.4791,270.124,63.4228,8.03612,1154.6,,72.9821,,,,
356,EI952316 Corp,ANZ,103.943,104.043,103.993,Australia & New Zealand Banking Group Ltd,3.625,07/18/2022,ANZ,6.03285,5.88006,351.672,20.6785,,,0.836539,77.8572,59.6836,70438.0,101.547,
357,QZ645462 Corp,ANZ,104.733,105.0,104.8665,Australia & New Zealand Banking Group Ltd,0.75,09/29/2026,ANZ,6.03285,5.88006,351.672,20.6785,,,0.836539,77.8572,59.6836,70438.0,101.547,
358,ZQ638770 Corp,ANZ,102.534,102.801,102.6675,Australia & New Zealand Banking Group Ltd,1.125,11/21/2029,ANZ,6.03285,5.88006,351.672,20.6785,,,0.836539,77.8572,59.6836,70438.0,101.547,
359,BN765246 Corp,ANZ,100.28,100.637,100.4585,Australia & New Zealand Banking Group Ltd,0.669,05/05/2031,ANZ,6.03285,5.88006,351.672,20.6785,,,0.836539,77.8572,59.6836,70438.0,101.547,
360,AM723833 Corp,ANZ,114.316,115.316,114.816,Australia & New Zealand Banking Group Ltd,1.438,03/09/2037,ANZ,6.03285,5.88006,351.672,20.6785,,,0.836539,77.8572,59.6836,70438.0,101.547,
361,ZR545362 Corp,ANZNZ,102.621,103.062,102.8415,ANZ New Zealand Int'l Ltd/London,0.375,09/17/2029,ANZNZ,0.0246257,0.0290571,343700.0,99.8692,,,,99.9709,,,,
362,EK261812 Corp,AON,112.91,113.253,113.0815,Aon PLC,2.875,05/14/2026,AON,11.1673,10.8831,255.365,27.7916,2.4885,3383.0,,71.3543,,,,
363,JV957693 Corp,AOXGR,103.176,103.191,103.18350000000001,alstria office REIT-AG,2.125,04/12/2023,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.913,,34.3378,,,,
364,ZR699643 Corp,AOXGR,100.943,101.798,101.37049999999999,alstria office REIT-AG,0.5,09/26/2025,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.913,,34.3378,,,,
365,BK095463 Corp,AOXGR,105.046,105.386,105.21600000000001,alstria office REIT-AG,1.5,06/23/2026,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.913,,34.3378,,,,
366,AP935636 Corp,AOXGR,105.57,106.297,105.9335,alstria office REIT-AG,1.5,11/15/2027,AOXGR,63.5204,63.8955,52.2946,33.4139,8.86689,192.913,,34.3378,,,,
367,EK805538 Corp,APAAU,109.931,110.526,110.2285,APT Pipelines Ltd,2.0,03/22/2027,APAAU,1.16273,0.921133,6808.08,62.7115,6.46043,1495.12,,97.3672,,,,
368,BO485266 Corp,APAAU,100.496,101.218,100.857,APT Pipelines Ltd,0.75,03/15/2029,APAAU,1.16273,0.921133,6808.08,62.7115,6.46043,1495.12,,97.3672,,,,
369,BJ085023 Corp,APAAU,110.012,110.467,110.23949999999999,APT Pipelines Ltd,2.0,07/15/2030,APAAU,1.16273,0.921133,6808.08,62.7115,6.46043,1495.12,,97.3672,,,,
370,BO485268 Corp,APAAU,101.255,102.33,101.79249999999999,APT Pipelines Ltd,1.25,03/15/2033,APAAU,1.16273,0.921133,6808.08,62.7115,6.46043,1495.12,,97.3672,,,,
371,ZQ173486 Corp,APCLPR,114.5,115.5,115.0,Apicil Prevoyance,4.0,10/24/2029,APCLPR,,,,,,,,,,,,
372,BJ161885 Corp,APD,103.147,103.498,103.3225,Air Products and Chemicals Inc,0.5,05/05/2028,APD,52.4433,47.9957,68.8281,33.0345,2.29899,3502.7,,40.0546,,,,
373,EJ838150 Corp,APETRA,105.992,106.284,106.138,Apetra NV,3.125,09/25/2023,APETRA,35.0283,39.9797,148.063,59.1952,3.90197,292.16,,59.6877,,,,
374,BQ482180 Corp,APPARK,100.412,101.231,100.8215,APCOA Parking Holdings GmbH,4.625,01/15/2027,APPARK,3.75649,2.45907,1039.87,25.5712,,,,91.2255,,,,
375,BQ482182 Corp,APPARK,100.631,101.3,100.96549999999999,APCOA Parking Holdings GmbH,5.0,01/15/2027,APPARK,3.75649,2.45907,1039.87,25.5712,,,,91.2255,,,,
376,QZ386486 Corp,APTV,108.024,109.337,108.6805,Aptiv PLC,1.6,09/15/2028,APTV,37.8425,45.1147,56.9386,25.6877,2.46663,2989.0,,35.7194,,,,
377,AN684049 Corp,AQUASM,100.774,100.895,100.83449999999999,FCC Aqualia SA,1.413,06/08/2022,AQUASM,,,,,,,,,,,,
378,AN684741 Corp,AQUASM,111.162,112.162,111.662,FCC Aqualia SA,2.629,06/08/2027,AQUASM,,,,,,,,,,,,
379,BJ712446 Corp,AQUFIN,103.214,104.214,103.714,Aquafin NV,0.875,06/10/2030,AQUFIN,30.4829,30.9958,186.376,57.7689,7.84497,271.488,,65.0809,,,,
380,ZQ442882 Corp,ARDFIN,102.366,103.564,102.965,ARD Finance SA,5.0,06/30/2027,ARDFIN,-23.081,-23.2328,,91.883,5.99544,1346.5,,134.252,,,,
381,AT002902 Corp,AREITF,106.67,107.36,107.015,Altareit SCA,2.875,07/02/2025,AREITF,23.2132,22.5984,152.89,34.5506,8.83932,164.3,,59.1737,,,,
382,AN897850 Corp,ARGFP,100.514,103.514,102.014,ARGAN SA,3.25,07/04/2023,ARGFP,42.8572,43.5658,120.151,52.3446,5.74681,309.129,,54.5765,,,,
383,AZ857862 Corp,ARGID,99.435,101.784,100.6095,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,2.125,08/15/2026,ARGID,-3.1533,-3.75052,,71.0837,8.56479,1097.0,,105.554,,,,
384,BJ898382 Corp,ARGID,99.884,100.562,100.223,Ardagh Packaging Finance PLC / Ardagh Holdings USA Inc,2.125,08/15/2026,ARGID,-3.1533,-3.75052,,71.0837,8.56479,1097.0,,105.554,,,,
385,ZO817282 Corp,ARGSPA,102.966,103.278,103.122,Argenta Spaarbank NV,1.0,10/13/2026,ARGSPA,4.94215,4.94802,199.201,9.85648,,,0.672876,66.5744,74.893,2769.66,114.694,
386,BN867810 Corp,ARGSPA,100.67,100.862,100.76599999999999,Argenta Spaarbank NV,0.01,02/11/2031,ARGSPA,4.94215,4.94802,199.201,9.85648,,,0.672876,66.5744,74.893,2769.66,114.694,
387,AL432751 Corp,ARION,100.573,100.723,100.648,Arion Banki HF,1.625,12/01/2021,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,
388,AR738787 Corp,ARION,101.625,101.741,101.68299999999999,Arion Banki HF,1.0,03/20/2023,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,
389,BM601661 Corp,ARION,101.281,101.565,101.423,Arion Banki HF,0.625,05/27/2024,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,
390,BQ397747 Corp,ARION,100.176,100.411,100.2935,Arion Banki HF,0.375,07/14/2025,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,
391,AP220675 Corp,ARMISG,183.093,184.529,183.81099999999998,Archer Obligations SA,0.0,03/31/2023,ARMISG,,,,,,,,,,,,
392,BK143713 Corp,ARMISG,123.75,124.5,124.125,Selena Sarl,0.0,06/25/2025,ARMISG,,,,,,,,,,,,
393,AM938020 Corp,ARMK,100.978,101.657,101.3175,Aramark International Finance Sarl,3.125,04/01/2025,ARMK,20.5645,17.4126,354.238,61.682,42.9068,451.71,,77.9225,,,,
394,BN454140 Corp,ARNDTN,98.294,98.794,98.544,Aroundtown SA,1.625,,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
395,AQ713600 Corp,ARNDTN,101.102,102.349,101.72550000000001,Aroundtown SA,2.125,,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
396,AZ576858 Corp,ARNDTN,104.166,104.699,104.4325,Aroundtown SA,2.875,,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
397,QZ912649 Corp,ARNDTN,103.834,105.102,104.468,ATF Netherlands BV,3.75,,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
398,ZR668027 Corp,ARNDTN,105.86,106.3,106.08,Aroundtown SA,3.375,,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
399,ZR664662 Corp,ARNDTN,100.543,100.678,100.6105,Aroundtown SA,0.375,09/23/2022,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
400,LW835035 Corp,ARNDTN,104.111,105.767,104.939,Aroundtown SA,1.5,07/15/2024,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
401,AZ460821 Corp,ARNDTN,101.945,102.168,102.0565,Aroundtown SA,0.625,07/09/2025,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
402,ZS720557 Corp,ARNDTN,105.524,106.124,105.824,Aroundtown SA,1.5,05/28/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
403,BM997117 Corp,ARNDTN,98.847,99.109,98.978,Aroundtown SA,0.0,07/16/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
404,AS140522 Corp,ARNDTN,108.513,108.874,108.6935,Aroundtown SA,2.0,11/02/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
405,AQ916432 Corp,ARNDTN,106.836,107.224,107.03,Aroundtown SA,1.625,01/31/2028,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
406,AZ460822 Corp,ARNDTN,105.672,106.061,105.8665,Aroundtown SA,1.45,07/09/2028,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,
407,ZQ882530 Corp,ARNIM,101.75,101.75,101.75,Alerion Cleanpower SpA,3.125,12/19/2025,ARNIM,19.7569,21.4484,308.419,66.1508,8.15737,76.573,,75.1092,,,,
408,ZP426924 Corp,ARRFP,100.593,100.849,100.721,APRR SA,0.0,01/20/2023,ARRFP,-7.37861,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,
409,QJ447079 Corp,ARRFP,104.079,104.359,104.219,APRR SA,1.5,01/15/2024,ARRFP,-7.37861,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,
410,ZO366571 Corp,ARRFP,101.247,101.725,101.48599999999999,APRR SA,0.125,01/18/2029,ARRFP,-7.37861,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,
411,AM923966 Corp,ARWLN,99.5,100.5,100.0,Arrow Global Finance PLC,2.875,04/01/2025,ARWLN,0.715322,0.821703,12060.1,99.0983,22.4654,39.967,4.19161,99.1776,,,,
412,AR597249 Corp,ARWLN,99.5,100.5,100.0,Arrow Global Finance PLC,3.75,03/01/2026,ARWLN,0.715322,0.821703,12060.1,99.0983,22.4654,39.967,4.19161,99.1776,,,,
413,EK605741 Corp,ARYNSW,123.5,124.196,123.848,Aryzta Euro Finance DAC,6.82,,ARYNSW,28.5386,16.0528,254.677,40.8827,20.3185,-465.7,,52.3704,,,,
414,BP050071 Corp,ASABRE,100.613,100.737,100.675,Asahi Group Holdings Ltd,0.01,04/19/2024,ASABRE,36.443,34.1517,126.097,43.0642,5.96455,258444.0,,55.7436,,,,
415,ZO951059 Corp,ASABRE,101.045,101.215,101.13,Asahi Group Holdings Ltd,0.155,10/23/2024,ASABRE,36.443,34.1517,126.097,43.0642,5.96455,258444.0,,55.7436,,,,
416,AO950126 Corp,ASABRE,105.331,105.535,105.43299999999999,Asahi Group Holdings Ltd,1.151,09/19/2025,ASABRE,36.443,34.1517,126.097,43.0642,5.96455,258444.0,,55.7436,,,,
417,ZO951067 Corp,ASABRE,102.167,102.649,102.408,Asahi Group Holdings Ltd,0.541,10/23/2028,ASABRE,36.443,34.1517,126.097,43.0642,5.96455,258444.0,,55.7436,,,,
418,AM693318 Corp,ASBBNK,100.809,100.923,100.866,ASB Finance Ltd,0.5,06/10/2022,ASBBNK,6.71351,6.54203,347.843,22.756,,,2.24106,75.2302,86.3143,7929.0,112.445,
419,BP466991 Corp,ASBBNK,101.729,101.966,101.8475,ASB Finance Ltd/London,0.25,05/21/2031,ASBBNK,6.71351,6.54203,347.843,22.756,,,2.24106,75.2302,86.3143,7929.0,112.445,
420,ZP334356 Corp,ASH,101.633,102.212,101.9225,Ashland Services BV,2.0,01/30/2028,ASH,46.7653,44.1472,65.8762,29.0824,3.92457,-110.0,,39.7141,,,,
421,AS649738 Corp,ASIA,101.311,101.385,101.34800000000001,Asian Development Bank,0.2,05/25/2023,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.297,
422,ZQ101011 Corp,ASIA,101.403,101.57,101.4865,Asian Development Bank,0.0,10/24/2029,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.297,
423,BP966051 Corp,ASIA,101.522,101.622,101.572,Asian Development Bank,0.1,06/17/2031,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.297,
424,AL417086 Corp,ASML,109.874,110.142,110.008,ASML Holding NV,1.625,05/28/2027,ASML,53.0244,50.8497,34.0755,17.3273,0.77033,5162.2,,25.4151,,,,
425,BJ161958 Corp,ASML,104.647,105.047,104.84700000000001,ASML Holding NV,0.625,05/07/2029,ASML,53.0244,50.8497,34.0755,17.3273,0.77033,5162.2,,25.4151,,,,
426,BG117108 Corp,ASML,101.342,99.442,100.392,ASML Holding NV,0.25,02/25/2030,ASML,53.0244,50.8497,34.0755,17.3273,0.77033,5162.2,,25.4151,,,,
427,AZ843758 Corp,ASRMED,97.167,99.018,98.0925,ASR Media and Sponsorship SpA,5.125,08/01/2024,ASRMED,,19.0742,11.59,2.21071,,-17.4638,,10.3863,,,,
428,AP444222 Corp,ASRNED,110.434,110.987,110.7105,ASR Nederland NV,4.625,,ASRNED,7.07963,6.88131,170.296,11.7186,,,,58.8837,,,,
429,EK498322 Corp,ASRNED,113.535,114.165,113.85,ASR Nederland NV,5.0,,ASRNED,7.07963,6.88131,170.296,11.7186,,,,58.8837,,,,
430,UV868394 Corp,ASRNED,121.277,121.952,121.61449999999999,ASR Nederland NV,5.125,09/29/2045,ASRNED,7.07963,6.88131,170.296,11.7186,,,,58.8837,,,,
431,ZS335232 Corp,ASRNED,112.397,112.966,112.6815,ASR Nederland NV,3.375,05/02/2049,ASRNED,7.07963,6.88131,170.296,11.7186,,,,58.8837,,,,
